31 23 14 1 8 6
31 23 14 1 8 12
31 23 14 1 8 20
31 23 14 1 8 24
31 23 14 1 8 25
31 23 14 1 8 26
31 23 14 1 8 27
31 23 14 1 8 28
31 23 14 1 8 29
31 23 14 1 8 30
31 23 14 1 9 6
31 23 14 1 9 12
31 23 14 1 9 20
31 23 14 1 9 24
31 23 14 1 9 25
31 23 14 1 9 26
31 23 14 1 9 27
31 23 14 1 9 28
31 23 14 1 9 29
31 23 14 1 9 30
31 23 14 1 10 6
31 23 14 1 10 12
31 23 14 1 10 20
31 23 14 1 10 24
31 23 14 1 10 25
31 23 14 1 10 26
31 23 14 1 10 27
31 23 14 1 10 28
31 23 14 1 10 29
31 23 14 1 10 30
31 23 14 1 11 6
31 23 14 1 11 20
31 23 14 1 11 24
31 23 14 1 11 25
31 23 14 1 11 26
31 23 14 1 11 27
31 23 14 1 11 28
31 23 14 1 11 29
31 23 14 1 11 30
31 23 14 1 15 6
31 23 14 1 15 12
31 23 14 1 15 20
31 23 14 1 15 24
31 23 14 1 15 25
31 23 14 1 15 26
31 23 14 1 15 27
31 23 14 1 15 28
31 23 14 1 15 29
31 23 14 1 15 30
31 23 14 1 16 6
31 23 14 1 16 12
31 23 14 1 16 20
31 23 14 1 16 24
31 23 14 1 16 25
31 23 14 1 16 26
31 23 14 1 16 27
31 23 14 1 16 28
31 23 14 1 16 29
31 23 14 1 16 30
31 23 14 1 17 6
31 23 14 1 17 12
31 23 14 1 17 20
31 23 14 1 17 24
31 23 14 1 17 25
31 23 14 1 17 26
31 23 14 1 17 27
31 23 14 1 17 28
31 23 14 1 17 29
31 23 14 1 17 30
31 23 14 1 19 6
31 23 14 1 19 12
31 23 14 1 19 24
31 23 14 1 19 25
31 23 14 1 19 26
31 23 14 1 19 27
31 23 14 1 19 28
31 23 14 1 19 29
31 23 14 1 19 30
31 23 14 1 21 6
31 23 14 1 21 12
31 23 14 1 21 20
31 23 14 1 21 24
31 23 14 1 21 25
31 23 14 1 21 26
31 23 14 1 21 27
31 23 14 1 21 28
31 23 14 1 21 29
31 23 14 1 21 30
31 23 14 2 0 6
31 23 14 2 0 12
31 23 14 2 0 20
31 23 14 2 0 24
31 23 14 2 0 25
31 23 14 2 0 26
31 23 14 2 0 27
31 23 14 2 0 28
31 23 14 2 0 29
31 23 14 2 0 30
31 23 14 2 4 6
31 23 14 2 4 12
31 23 14 2 4 20
31 23 14 2 4 24
31 23 14 2 4 25
31 23 14 2 4 26
31 23 14 2 4 27
31 23 14 2 4 28
31 23 14 2 4 29
31 23 14 2 4 30
31 23 14 2 5 12
31 23 14 2 5 20
31 23 14 2 5 24
31 23 14 2 5 25
31 23 14 2 5 26
31 23 14 2 5 27
31 23 14 2 5 28
31 23 14 2 5 29
31 23 14 2 5 30
31 23 18 1 8 12
31 23 18 1 8 20
31 23 18 1 8 24
31 23 18 1 8 25
31 23 18 1 8 26
31 23 18 1 8 27
31 23 18 1 8 28
31 23 18 1 8 29
31 23 18 1 8 30
31 23 18 1 8 6
31 23 18 1 9 12
31 23 18 1 9 20
31 23 18 1 9 24
31 23 18 1 9 25
31 23 18 1 9 26
31 23 18 1 9 27
31 23 18 1 9 28
31 23 18 1 9 29
31 23 18 1 9 30
31 23 18 1 9 6
31 23 18 1 10 12
31 23 18 1 10 20
31 23 18 1 10 24
31 23 18 1 10 25
31 23 18 1 10 26
31 23 18 1 10 27
31 23 18 1 10 28
31 23 18 1 10 29
31 23 18 1 10 30
31 23 18 1 10 6
31 23 18 1 11 20
31 23 18 1 11 24
31 23 18 1 11 25
31 23 18 1 11 26
31 23 18 1 11 27
31 23 18 1 11 28
31 23 18 1 11 29
31 23 18 1 11 30
31 23 18 1 11 6
31 23 18 1 15 12
31 23 18 1 15 20
31 23 18 1 15 24
31 23 18 1 15 25
31 23 18 1 15 26
31 23 18 1 15 27
31 23 18 1 15 28
31 23 18 1 15 29
31 23 18 1 15 30
31 23 18 1 15 6
31 23 18 1 16 12
31 23 18 1 16 20
31 23 18 1 16 24
31 23 18 1 16 25
31 23 18 1 16 26
31 23 18 1 16 27
31 23 18 1 16 28
31 23 18 1 16 29
31 23 18 1 16 30
31 23 18 1 16 6
31 23 18 1 19 12
31 23 18 1 19 24
31 23 18 1 19 25
31 23 18 1 19 26
31 23 18 1 19 27
31 23 18 1 19 28
31 23 18 1 19 29
31 23 18 1 19 30
31 23 18 1 19 6
31 23 18 1 21 12
31 23 18 1 21 20
31 23 18 1 21 24
31 23 18 1 21 25
31 23 18 1 21 26
31 23 18 1 21 27
31 23 18 1 21 28
31 23 18 1 21 29
31 23 18 1 21 30
31 23 18 1 21 6
31 23 18 1 13 6
31 23 18 1 13 12
31 23 18 1 13 20
31 23 18 1 13 24
31 23 18 1 13 25
31 23 18 1 13 26
31 23 18 1 13 27
31 23 18 1 13 28
31 23 18 1 13 29
31 23 18 1 13 30
31 23 18 2 0 6
31 23 18 2 0 12
31 23 18 2 0 20
31 23 18 2 0 24
31 23 18 2 0 25
31 23 18 2 0 26
31 23 18 2 0 27
31 23 18 2 0 28
31 23 18 2 0 29
31 23 18 2 0 30
31 23 18 2 4 6
31 23 18 2 4 12
31 23 18 2 4 20
31 23 18 2 4 24
31 23 18 2 4 25
31 23 18 2 4 26
31 23 18 2 4 27
31 23 18 2 4 28
31 23 18 2 4 29
31 23 18 2 4 30
31 23 18 2 5 12
31 23 18 2 5 20
31 23 18 2 5 24
31 23 18 2 5 25
31 23 18 2 5 26
31 23 18 2 5 27
31 23 18 2 5 28
31 23 18 2 5 29
31 23 18 2 5 30
31 23 22 1 8 12
31 23 22 1 8 20
31 23 22 1 8 24
31 23 22 1 8 25
31 23 22 1 8 26
31 23 22 1 8 27
31 23 22 1 8 28
31 23 22 1 8 29
31 23 22 1 8 30
31 23 22 1 8 6
31 23 22 1 9 12
31 23 22 1 9 20
31 23 22 1 9 24
31 23 22 1 9 25
31 23 22 1 9 26
31 23 22 1 9 27
31 23 22 1 9 28
31 23 22 1 9 29
31 23 22 1 9 30
31 23 22 1 9 6
31 23 22 1 10 12
31 23 22 1 10 20
31 23 22 1 10 24
31 23 22 1 10 25
31 23 22 1 10 26
31 23 22 1 10 27
31 23 22 1 10 28
31 23 22 1 10 29
31 23 22 1 10 30
31 23 22 1 10 6
31 23 22 1 11 20
31 23 22 1 11 24
31 23 22 1 11 25
31 23 22 1 11 26
31 23 22 1 11 27
31 23 22 1 11 28
31 23 22 1 11 29
31 23 22 1 11 30
31 23 22 1 11 6
31 23 22 1 15 12
31 23 22 1 15 20
31 23 22 1 15 24
31 23 22 1 15 25
31 23 22 1 15 26
31 23 22 1 15 27
31 23 22 1 15 28
31 23 22 1 15 29
31 23 22 1 15 30
31 23 22 1 15 6
31 23 22 1 16 12
31 23 22 1 16 20
31 23 22 1 16 24
31 23 22 1 16 25
31 23 22 1 16 26
31 23 22 1 16 27
31 23 22 1 16 28
31 23 22 1 16 29
31 23 22 1 16 30
31 23 22 1 16 6
31 23 22 1 19 12
31 23 22 1 19 24
31 23 22 1 19 25
31 23 22 1 19 26
31 23 22 1 19 27
31 23 22 1 19 28
31 23 22 1 19 29
31 23 22 1 19 30
31 23 22 1 19 6
31 23 22 1 21 12
31 23 22 1 21 20
31 23 22 1 21 24
31 23 22 1 21 25
31 23 22 1 21 26
31 23 22 1 21 27
31 23 22 1 21 28
31 23 22 1 21 29
31 23 22 1 21 30
31 23 22 1 21 6
31 23 22 1 13 12
31 23 22 1 13 20
31 23 22 1 13 24
31 23 22 1 13 25
31 23 22 1 13 26
31 23 22 1 13 27
31 23 22 1 13 28
31 23 22 1 13 29
31 23 22 1 13 30
31 23 22 1 13 6
31 23 22 1 17 12
31 23 22 1 17 20
31 23 22 1 17 24
31 23 22 1 17 25
31 23 22 1 17 26
31 23 22 1 17 27
31 23 22 1 17 28
31 23 22 1 17 29
