{ 0 6 10 14 21 24 30 }
{ 0 6 10 14 22 26 30 }
{ 0 6 10 14 22 30 31 }
{ 0 6 10 14 24 26 30 }
{ 0 6 10 14 24 30 31 }
{ 0 6 10 15 16 22 28 }
{ 0 6 10 15 16 24 28 }
{ 0 6 10 15 19 22 28 }
{ 0 6 10 15 19 24 28 }
{ 0 6 10 15 20 22 28 }
{ 0 6 10 15 20 24 28 }
{ 0 6 10 15 21 22 28 }
{ 0 6 10 15 21 24 28 }
{ 0 6 10 15 22 26 28 }
{ 0 6 10 15 22 28 31 }
{ 0 6 10 15 24 26 28 }
{ 0 6 10 15 24 28 31 }
{ 1 2 6 8 10 12 15 }
{ 1 2 6 8 10 12 30 }
{ 1 2 6 8 10 15 22 }
{ 1 2 6 8 10 15 24 }
{ 1 2 6 8 10 22 30 }
{ 1 2 6 8 10 24 30 }
{ 1 2 6 9 10 12 15 }
{ 1 2 6 9 10 12 30 }
{ 1 2 6 9 10 15 22 }
{ 1 2 6 9 10 15 24 }
{ 1 2 6 9 10 22 30 }
{ 1 2 6 9 10 24 30 }
{ 1 2 6 10 12 13 15 }
{ 1 2 6 10 12 13 30 }
{ 1 2 6 10 12 15 16 }
{ 1 2 6 10 12 15 19 }
{ 1 2 6 10 12 15 20 }
{ 1 2 6 10 12 15 21 }
{ 1 2 6 10 12 15 26 }
{ 1 2 6 10 12 15 29 }
{ 1 2 6 10 12 15 31 }
{ 1 2 6 10 12 16 30 }
{ 1 2 6 10 12 19 30 }
{ 1 2 6 10 12 20 30 }
{ 1 2 6 10 12 21 30 }
{ 1 2 6 10 12 26 30 }
{ 1 2 6 10 12 30 31 }
{ 1 2 6 10 13 15 22 }
{ 1 2 6 10 13 15 24 }
{ 1 2 6 10 13 22 30 }
{ 1 2 6 10 13 24 30 }
{ 1 2 6 10 15 16 22 }
{ 1 2 6 10 15 16 24 }
{ 1 2 6 10 15 19 22 }
{ 1 2 6 10 15 19 24 }
{ 1 2 6 10 15 20 22 }
{ 1 2 6 10 15 20 24 }
{ 1 2 6 10 15 21 22 }
{ 1 2 6 10 15 21 24 }
{ 1 2 6 10 15 22 26 }
{ 1 2 6 10 15 22 29 }
{ 1 2 6 10 15 22 31 }
{ 1 2 6 10 15 24 26 }
{ 1 2 6 10 15 24 29 }
{ 1 2 6 10 15 24 31 }
{ 1 2 6 10 16 22 30 }
{ 1 2 6 10 16 24 30 }
{ 1 2 6 10 19 22 30 }
{ 1 2 6 10 19 24 30 }
{ 1 2 6 10 20 22 30 }
{ 1 2 6 10 20 24 30 }
{ 1 2 6 10 21 22 30 }
{ 1 2 6 10 21 24 30 }
{ 1 2 6 10 22 26 30 }
{ 1 2 6 10 22 30 31 }
{ 1 2 6 10 24 26 30 }
{ 1 2 6 10 24 30 31 }
{ 1 3 6 8 10 12 15 }
{ 1 3 6 8 10 12 30 }
{ 1 3 6 8 10 15 22 }
{ 1 3 6 8 10 15 24 }
{ 1 3 6 8 10 22 30 }
{ 1 3 6 8 10 24 30 }
{ 1 3 6 9 10 12 15 }
{ 1 3 6 9 10 12 30 }
{ 1 3 6 9 10 15 22 }
{ 1 3 6 9 10 15 24 }
{ 1 3 6 9 10 22 30 }
{ 1 3 6 9 10 24 30 }
{ 1 3 6 10 12 13 15 }
{ 1 3 6 10 12 13 30 }
{ 1 3 6 10 12 15 16 }
{ 1 3 6 10 12 15 19 }
{ 1 3 6 10 12 15 20 }
{ 1 3 6 10 12 15 21 }
{ 1 3 6 10 12 15 26 }
{ 1 3 6 10 12 15 29 }
{ 1 3 6 10 12 15 31 }
{ 1 3 6 10 12 16 30 }
{ 1 3 6 10 12 19 30 }
{ 1 3 6 10 12 20 30 }
{ 1 3 6 10 12 21 30 }
{ 1 3 6 10 12 26 30 }
{ 1 3 6 10 12 30 31 }
{ 1 3 6 10 13 15 22 }
{ 1 3 6 10 13 15 24 }
{ 1 3 6 10 13 22 30 }
{ 1 3 6 10 13 24 30 }
{ 1 3 6 10 15 16 22 }
{ 1 3 6 10 15 16 24 }
{ 1 3 6 10 15 19 22 }
{ 1 3 6 10 15 19 24 }
{ 1 3 6 10 15 20 22 }
{ 1 3 6 10 15 20 24 }
{ 1 3 6 10 15 21 22 }
{ 1 3 6 10 15 21 24 }
{ 1 3 6 10 15 22 26 }
{ 1 3 6 10 15 22 29 }
{ 1 3 6 10 15 22 31 }
{ 1 3 6 10 15 24 26 }
{ 1 3 6 10 15 24 29 }
{ 1 3 6 10 15 24 31 }
{ 1 3 6 10 16 22 30 }
{ 1 3 6 10 16 24 30 }
{ 1 3 6 10 19 22 30 }
{ 1 3 6 10 19 24 30 }
{ 1 3 6 10 20 22 30 }
{ 1 3 6 10 20 24 30 }
{ 1 3 6 10 21 22 30 }
{ 1 3 6 10 21 24 30 }
{ 1 3 6 10 22 26 30 }
{ 1 3 6 10 22 30 31 }
{ 1 3 6 10 24 26 30 }
{ 1 3 6 10 24 30 31 }
{ 1 6 7 9 10 12 15 }
{ 1 6 7 9 10 12 30 }
{ 1 6 7 9 10 15 22 }
{ 1 6 7 9 10 15 24 }
{ 1 6 7 9 10 22 30 }
{ 1 6 7 9 10 24 30 }
{ 1 6 7 10 12 13 15 }
{ 1 6 7 10 12 13 30 }
{ 1 6 7 10 12 15 16 }
{ 1 6 7 10 12 15 19 }
{ 1 6 7 10 12 15 20 }
{ 1 6 7 10 12 15 21 }
{ 1 6 7 10 12 15 26 }
{ 1 6 7 10 12 15 29 }
{ 1 6 7 10 12 15 31 }
{ 1 6 7 10 12 16 30 }
{ 1 6 7 10 12 19 30 }
{ 1 6 7 10 12 20 30 }
{ 1 6 7 10 12 21 30 }
{ 1 6 7 10 12 26 30 }
{ 1 6 7 10 12 30 31 }
{ 1 6 7 10 13 15 22 }
{ 1 6 7 10 13 15 24 }
{ 1 6 7 10 13 22 30 }
{ 1 6 7 10 13 24 30 }
{ 1 6 7 10 15 16 22 }
{ 1 6 7 10 15 16 24 }
{ 1 6 7 10 15 19 22 }
{ 1 6 7 10 15 19 24 }
{ 1 6 7 10 15 20 22 }
{ 1 6 7 10 15 20 24 }
{ 1 6 7 10 15 21 22 }
{ 1 6 7 10 15 21 24 }
{ 1 6 7 10 15 22 26 }
{ 1 6 7 10 15 22 29 }
{ 1 6 7 10 15 22 31 }
{ 1 6 7 10 15 24 26 }
{ 1 6 7 10 15 24 29 }
{ 1 6 7 10 15 24 31 }
{ 1 6 7 10 16 22 30 }
{ 1 6 7 10 16 24 30 }
{ 1 6 7 10 19 22 30 }
{ 1 6 7 10 19 24 30 }
{ 1 6 7 10 20 22 30 }
{ 1 6 7 10 20 24 30 }
{ 1 6 7 10 21 22 30 }
{ 1 6 7 10 21 24 30 }
{ 1 6 7 10 22 26 30 }
{ 1 6 7 10 22 30 31 }
{ 1 6 7 10 24 26 30 }
{ 1 6 7 10 24 30 31 }
{ 1 6 8 10 11 15 22 }
{ 1 6 8 10 11 15 24 }
{ 1 6 8 10 11 22 30 }
{ 1 6 8 10 11 24 30 }
{ 1 6 8 10 12 15 17 }
{ 1 6 8 10 12 15 18 }
{ 1 6 8 10 12 15 23 }
{ 1 6 8 10 12 15 25 }
{ 1 6 8 10 12 15 27 }
{ 1 6 8 10 12 17 30 }
{ 1 6 8 10 12 18 30 }
{ 1 6 8 10 12 23 30 }
{ 1 6 8 10 12 25 30 }
{ 1 6 8 10 12 27 30 }
{ 1 6 8 10 15 17 22 }
{ 1 6 8 10 15 17 24 }
{ 1 6 8 10 15 18 22 }
{ 1 6 8 10 15 18 24 }
{ 1 6 8 10 15 22 23 }
{ 1 6 8 10 15 22 25 }
{ 1 6 8 10 15 22 27 }
{ 1 6 8 10 15 24 25 }
{ 1 6 8 10 15 24 27 }
{ 1 6 8 10 17 22 30 }
{ 1 6 8 10 17 24 30 }
{ 1 6 8 10 18 22 30 }
{ 1 6 8 10 18 24 30 }
{ 1 6 8 10 22 23 30 }
{ 1 6 8 10 22 25 30 }
{ 1 6 8 10 22 27 30 }
{ 1 6 8 10 24 25 30 }
{ 1 6 8 10 24 27 30 }
{ 1 6 9 10 11 15 22 }
{ 1 6 9 10 11 15 24 }
{ 1 6 9 10 11 22 30 }
{ 1 6 9 10 11 24 30 }
{ 1 6 9 10 12 15 17 }
{ 1 6 9 10 12 15 18 }
{ 1 6 9 10 12 15 23 }
{ 1 6 9 10 12 15 25 }
{ 1 6 9 10 12 15 27 }
{ 1 6 9 10 12 17 30 }
{ 1 6 9 10 12 18 30 }
{ 1 6 9 10 12 23 30 }
{ 1 6 9 10 12 25 30 }
{ 1 6 9 10 12 27 30 }
{ 1 6 9 10 15 17 22 }
{ 1 6 9 10 15 17 24 }
{ 1 6 9 10 15 18 22 }
{ 1 6 9 10 15 18 24 }
{ 1 6 9 10 15 22 23 }
{ 1 6 9 10 15 22 25 }
{ 1 6 9 10 15 22 27 }
{ 1 6 9 10 15 24 25 }
{ 1 6 9 10 15 24 27 }
{ 1 6 9 10 17 22 30 }
{ 1 6 9 10 17 24 30 }
{ 1 6 9 10 18 22 30 }
{ 1 6 9 10 18 24 30 }
{ 1 6 9 10 22 23 30 }
{ 1 6 9 10 22 25 30 }
{ 1 6 9 10 22 27 30 }
{ 1 6 9 10 24 25 30 }
{ 1 6 9 10 24 27 30 }
{ 1 6 10 11 13 15 22 }
{ 1 6 10 11 13 15 24 }
{ 1 6 10 11 13 22 30 }
{ 1 6 10 11 13 24 30 }
{ 1 6 10 11 15 16 22 }
{ 1 6 10 11 15 16 24 }
{ 1 6 10 11 15 19 22 }
{ 1 6 10 11 15 19 24 }
{ 1 6 10 11 15 20 22 }
{ 1 6 10 11 15 20 24 }
{ 1 6 10 11 15 21 22 }
{ 1 6 10 11 15 21 24 }
{ 1 6 10 11 15 22 26 }
{ 1 6 10 11 15 22 29 }
{ 1 6 10 11 15 22 31 }
{ 1 6 10 11 15 24 26 }
{ 1 6 10 11 15 24 29 }
{ 1 6 10 11 15 24 31 }
{ 1 6 10 11 16 22 30 }
{ 1 6 10 11 16 24 30 }
{ 1 6 10 11 19 22 30 }
{ 1 6 10 11 19 24 30 }
{ 1 6 10 11 20 22 30 }
{ 1 6 10 11 20 24 30 }
{ 1 6 10 11 21 22 30 }
{ 1 6 10 11 21 24 30 }
{ 1 6 10 11 22 26 30 }
{ 1 6 10 11 22 30 31 }
{ 1 6 10 11 24 26 30 }
{ 1 6 10 11 24 30 31 }
{ 1 6 10 12 13 15 17 }
{ 1 6 10 12 13 15 18 }
{ 1 6 10 12 13 15 23 }
{ 1 6 10 12 13 15 25 }
{ 1 6 10 12 13 15 27 }
{ 1 6 10 12 13 17 30 }
{ 1 6 10 12 13 18 30 }
{ 1 6 10 12 13 23 30 }
{ 1 6 10 12 13 25 30 }
{ 1 6 10 12 13 27 30 }
{ 1 6 10 12 15 16 17 }
{ 1 6 10 12 15 16 18 }
{ 1 6 10 12 15 16 23 }
{ 1 6 10 12 15 16 25 }
{ 1 6 10 12 15 16 27 }
{ 1 6 10 12 15 17 19 }
{ 1 6 10 12 15 17 20 }
{ 1 6 10 12 15 17 21 }
{ 1 6 10 12 15 17 26 }
{ 1 6 10 12 15 17 29 }
{ 1 6 10 12 15 17 31 }
{ 1 6 10 12 15 18 19 }
{ 1 6 10 12 15 18 20 }
{ 1 6 10 12 15 18 21 }
{ 1 6 10 12 15 18 26 }
{ 1 6 10 12 15 18 29 }
{ 1 6 10 12 15 18 31 }
{ 1 6 10 12 15 19 23 }
{ 1 6 10 12 15 19 25 }
{ 1 6 10 12 15 19 27 }
{ 1 6 10 12 15 20 23 }
{ 1 6 10 12 15 20 25 }
{ 1 6 10 12 15 20 27 }
{ 1 6 10 12 15 21 23 }
{ 1 6 10 12 15 21 25 }
{ 1 6 10 12 15 21 27 }
{ 1 6 10 12 15 23 26 }
{ 1 6 10 12 15 23 29 }
{ 1 6 10 12 15 23 31 }
{ 1 6 10 12 15 25 29 }
{ 1 6 10 12 15 25 31 }
{ 1 6 10 12 15 26 27 }
{ 1 6 10 12 15 27 29 }
{ 1 6 10 12 15 27 31 }
{ 1 6 10 12 16 17 30 }
{ 1 6 10 12 16 18 30 }
{ 1 6 10 12 16 23 30 }
{ 1 6 10 12 16 25 30 }
{ 1 6 10 12 16 27 30 }
{ 1 6 10 12 17 19 30 }
{ 1 6 10 12 17 20 30 }
{ 1 6 10 12 17 21 30 }
{ 1 6 10 12 17 26 30 }
{ 1 6 10 12 17 30 31 }
{ 1 6 10 12 18 19 30 }
{ 1 6 10 12 18 20 30 }
{ 1 6 10 12 18 21 30 }
{ 1 6 10 12 18 26 30 }
{ 1 6 10 12 18 30 31 }
{ 1 6 10 12 19 23 30 }
{ 1 6 10 12 19 25 30 }
{ 1 6 10 12 19 27 30 }
{ 1 6 10 12 20 23 30 }
{ 1 6 10 12 20 25 30 }
{ 1 6 10 12 20 27 30 }
{ 1 6 10 12 21 23 30 }
{ 1 6 10 12 21 25 30 }
{ 1 6 10 12 21 27 30 }
{ 1 6 10 12 23 26 30 }
{ 1 6 10 12 23 30 31 }
{ 1 6 10 12 25 30 31 }
{ 1 6 10 12 26 27 30 }
{ 1 6 10 12 27 30 31 }
{ 1 6 10 13 15 17 22 }
{ 1 6 10 13 15 17 24 }
{ 1 6 10 13 15 18 22 }
{ 1 6 10 13 15 18 24 }
{ 1 6 10 13 15 22 23 }
{ 1 6 10 13 15 22 25 }
{ 1 6 10 13 15 22 27 }
{ 1 6 10 13 15 24 25 }
{ 1 6 10 13 15 24 27 }
{ 1 6 10 13 17 22 30 }
{ 1 6 10 13 17 24 30 }
{ 1 6 10 13 18 22 30 }
{ 1 6 10 13 18 24 30 }
{ 1 6 10 13 22 23 30 }
{ 1 6 10 13 22 25 30 }
{ 1 6 10 13 22 27 30 }
{ 1 6 10 13 24 25 30 }
{ 1 6 10 13 24 27 30 }
{ 1 6 10 15 16 17 22 }
{ 1 6 10 15 16 17 24 }
{ 1 6 10 15 16 18 22 }
{ 1 6 10 15 16 18 24 }
{ 1 6 10 15 16 22 23 }
{ 1 6 10 15 16 22 25 }
{ 1 6 10 15 16 22 27 }
{ 1 6 10 15 16 24 25 }
{ 1 6 10 15 16 24 27 }
{ 1 6 10 15 17 19 22 }
{ 1 6 10 15 17 19 24 }
{ 1 6 10 15 17 20 22 }
{ 1 6 10 15 17 20 24 }
{ 1 6 10 15 17 21 22 }
{ 1 6 10 15 17 21 24 }
{ 1 6 10 15 17 22 26 }
{ 1 6 10 15 17 22 29 }
{ 1 6 10 15 17 22 31 }
{ 1 6 10 15 17 24 26 }
{ 1 6 10 15 17 24 29 }
{ 1 6 10 15 17 24 31 }
{ 1 6 10 15 18 19 22 }
{ 1 6 10 15 18 19 24 }
{ 1 6 10 15 18 20 22 }
{ 1 6 10 15 18 20 24 }
{ 1 6 10 15 18 21 22 }
{ 1 6 10 15 18 21 24 }
{ 1 6 10 15 18 22 26 }
{ 1 6 10 15 18 22 29 }
{ 1 6 10 15 18 22 31 }
{ 1 6 10 15 18 24 26 }
{ 1 6 10 15 18 24 29 }
{ 1 6 10 15 18 24 31 }
{ 1 6 10 15 19 22 23 }
{ 1 6 10 15 19 22 25 }
{ 1 6 10 15 19 22 27 }
{ 1 6 10 15 19 24 25 }
{ 1 6 10 15 19 24 27 }
{ 1 6 10 15 20 22 23 }
{ 1 6 10 15 20 22 25 }
{ 1 6 10 15 20 22 27 }
{ 1 6 10 15 20 24 25 }
{ 1 6 10 15 20 24 27 }
{ 1 6 10 15 21 22 23 }
{ 1 6 10 15 21 22 25 }
{ 1 6 10 15 21 22 27 }
{ 1 6 10 15 21 24 25 }
{ 1 6 10 15 21 24 27 }
{ 1 6 10 15 22 23 26 }
{ 1 6 10 15 22 23 29 }
{ 1 6 10 15 22 23 31 }
{ 1 6 10 15 22 25 29 }
{ 1 6 10 15 22 25 31 }
{ 1 6 10 15 22 26 27 }
{ 1 6 10 15 22 27 29 }
{ 1 6 10 15 22 27 31 }
{ 1 6 10 15 24 25 29 }
{ 1 6 10 15 24 25 31 }
{ 1 6 10 15 24 26 27 }
{ 1 6 10 15 24 27 29 }
{ 1 6 10 15 24 27 31 }
{ 1 6 10 16 17 22 30 }
{ 1 6 10 16 17 24 30 }
{ 1 6 10 16 18 22 30 }
{ 1 6 10 16 18 24 30 }
{ 1 6 10 16 22 23 30 }
{ 1 6 10 16 22 25 30 }
{ 1 6 10 16 22 27 30 }
{ 1 6 10 16 24 25 30 }
{ 1 6 10 16 24 27 30 }
{ 1 6 10 17 19 22 30 }
{ 1 6 10 17 19 24 30 }
{ 1 6 10 17 20 22 30 }
{ 1 6 10 17 20 24 30 }
{ 1 6 10 17 21 22 30 }
{ 1 6 10 17 21 24 30 }
{ 1 6 10 17 22 26 30 }
{ 1 6 10 17 22 30 31 }
{ 1 6 10 17 24 26 30 }
{ 1 6 10 17 24 30 31 }
{ 1 6 10 18 19 22 30 }
{ 1 6 10 18 19 24 30 }
{ 1 6 10 18 20 22 30 }
{ 1 6 10 18 20 24 30 }
{ 1 6 10 18 21 22 30 }
{ 1 6 10 18 21 24 30 }
{ 1 6 10 18 22 26 30 }
{ 1 6 10 18 22 30 31 }
{ 1 6 10 18 24 26 30 }
{ 1 6 10 18 24 30 31 }
{ 1 6 10 19 22 23 30 }
{ 1 6 10 19 22 25 30 }
{ 1 6 10 19 22 27 30 }
{ 1 6 10 19 24 25 30 }
{ 1 6 10 19 24 27 30 }
{ 1 6 10 20 22 23 30 }
{ 1 6 10 20 22 25 30 }
{ 1 6 10 20 22 27 30 }
{ 1 6 10 20 24 25 30 }
{ 1 6 10 20 24 27 30 }
{ 1 6 10 21 22 23 30 }
{ 1 6 10 21 22 25 30 }
{ 1 6 10 21 22 27 30 }
{ 1 6 10 21 24 25 30 }
{ 1 6 10 21 24 27 30 }
{ 1 6 10 22 23 26 30 }
{ 1 6 10 22 23 30 31 }
{ 1 6 10 22 25 30 31 }
{ 1 6 10 22 26 27 30 }
{ 1 6 10 22 27 30 31 }
{ 1 6 10 24 25 30 31 }
{ 1 6 10 24 26 27 30 }
{ 1 6 10 24 27 30 31 }
{ 2 6 8 10 12 14 15 }
{ 2 6 8 10 12 14 30 }
{ 2 6 8 10 12 15 28 }
{ 2 6 8 10 14 15 22 }
{ 2 6 8 10 14 15 24 }
{ 2 6 8 10 14 22 30 }
{ 2 6 8 10 14 24 30 }
{ 2 6 8 10 15 22 28 }
{ 2 6 8 10 15 24 28 }
{ 2 6 9 10 12 14 15 }
{ 2 6 9 10 12 14 30 }
{ 2 6 9 10 12 15 28 }
{ 2 6 9 10 14 15 22 }
{ 2 6 9 10 14 15 24 }
{ 2 6 9 10 14 22 30 }
{ 2 6 9 10 14 24 30 }
{ 2 6 9 10 15 22 28 }
{ 2 6 9 10 15 24 28 }
{ 2 6 10 12 13 14 15 }
{ 2 6 10 12 13 14 30 }
{ 2 6 10 12 13 15 28 }
{ 2 6 10 12 14 15 16 }
{ 2 6 10 12 14 15 19 }
{ 2 6 10 12 14 15 20 }
{ 2 6 10 12 14 15 21 }
{ 2 6 10 12 14 15 26 }
{ 2 6 10 12 14 15 29 }
{ 2 6 10 12 14 15 31 }
{ 2 6 10 12 14 16 30 }
{ 2 6 10 12 14 19 30 }
{ 2 6 10 12 14 20 30 }
{ 2 6 10 12 14 21 30 }
{ 2 6 10 12 14 26 30 }
{ 2 6 10 12 14 30 31 }
{ 2 6 10 12 15 16 28 }
{ 2 6 10 12 15 19 28 }
{ 2 6 10 12 15 20 28 }
{ 2 6 10 12 15 21 28 }
{ 2 6 10 12 15 26 28 }
{ 2 6 10 12 15 28 31 }
{ 2 6 10 13 14 15 22 }
{ 2 6 10 13 14 15 24 }
{ 2 6 10 13 14 22 30 }
{ 2 6 10 13 14 24 30 }
{ 2 6 10 13 15 22 28 }
{ 2 6 10 13 15 24 28 }
{ 2 6 10 14 15 16 22 }
{ 2 6 10 14 15 16 24 }
{ 2 6 10 14 15 19 22 }
{ 2 6 10 14 15 19 24 }
{ 2 6 10 14 15 20 22 }
{ 2 6 10 14 15 20 24 }
{ 2 6 10 14 15 21 22 }
{ 2 6 10 14 15 21 24 }
{ 2 6 10 14 15 22 26 }
{ 2 6 10 14 15 22 29 }
{ 2 6 10 14 15 22 31 }
{ 2 6 10 14 15 24 26 }
{ 2 6 10 14 15 24 29 }
{ 2 6 10 14 15 24 31 }
{ 2 6 10 14 16 22 30 }
{ 2 6 10 14 16 24 30 }
{ 2 6 10 14 19 22 30 }
{ 2 6 10 14 19 24 30 }
{ 2 6 10 14 20 22 30 }
{ 2 6 10 14 20 24 30 }
{ 2 6 10 14 21 22 30 }
{ 2 6 10 14 21 24 30 }
{ 2 6 10 14 22 26 30 }
{ 2 6 10 14 22 30 31 }
{ 2 6 10 14 24 26 30 }
{ 2 6 10 14 24 30 31 }
{ 2 6 10 15 16 22 28 }
{ 2 6 10 15 16 24 28 }
{ 2 6 10 15 19 22 28 }
{ 2 6 10 15 19 24 28 }
{ 2 6 10 15 20 22 28 }
{ 2 6 10 15 20 24 28 }
{ 2 6 10 15 21 22 28 }
{ 2 6 10 15 21 24 28 }
{ 2 6 10 15 22 26 28 }
{ 2 6 10 15 22 28 31 }
{ 2 6 10 15 24 26 28 }
{ 2 6 10 15 24 28 31 }
{ 3 6 8 10 12 14 15 }
{ 3 6 8 10 12 14 30 }
{ 3 6 8 10 12 15 28 }
{ 3 6 8 10 14 15 22 }
{ 3 6 8 10 14 15 24 }
{ 3 6 8 10 14 22 30 }
{ 3 6 8 10 14 24 30 }
{ 3 6 8 10 15 22 28 }
{ 3 6 8 10 15 24 28 }
{ 3 6 9 10 12 14 15 }
{ 3 6 9 10 12 14 30 }
{ 3 6 9 10 12 15 28 }
{ 3 6 9 10 14 15 22 }
{ 3 6 9 10 14 15 24 }
{ 3 6 9 10 14 22 30 }
{ 3 6 9 10 14 24 30 }
{ 3 6 9 10 15 22 28 }
{ 3 6 9 10 15 24 28 }
{ 3 6 10 12 13 14 15 }
{ 3 6 10 12 13 14 30 }
{ 3 6 10 12 13 15 28 }
{ 3 6 10 12 14 15 16 }
{ 3 6 10 12 14 15 19 }
{ 3 6 10 12 14 15 20 }
{ 3 6 10 12 14 15 21 }
{ 3 6 10 12 14 15 26 }
{ 3 6 10 12 14 15 29 }
{ 3 6 10 12 14 15 31 }
{ 3 6 10 12 14 16 30 }
{ 3 6 10 12 14 19 30 }
{ 3 6 10 12 14 20 30 }
{ 3 6 10 12 14 21 30 }
{ 3 6 10 12 14 26 30 }
{ 3 6 10 12 14 30 31 }
{ 3 6 10 12 15 16 28 }
{ 3 6 10 12 15 19 28 }
{ 3 6 10 12 15 20 28 }
{ 3 6 10 12 15 21 28 }
{ 3 6 10 12 15 26 28 }
{ 3 6 10 12 15 28 31 }
{ 3 6 10 13 14 15 22 }
{ 3 6 10 13 14 15 24 }
{ 3 6 10 13 14 22 30 }
{ 3 6 10 13 14 24 30 }
{ 3 6 10 13 15 22 28 }
{ 3 6 10 13 15 24 28 }
{ 3 6 10 14 15 16 22 }
{ 3 6 10 14 15 16 24 }
