"node","freq","name","type"
58,1141128,"MED2CA","BA"
59,1141128,"MED2CA","BA"
61,1209099,"MED2CA","BA"
62,974280,"MED2CA","BA"
64,2480195,"MED2CA","BA"
65,3300626,"MED2CA","BA"
66,3027908,"MED2CA","BA"
67,3300626,"MED2CA","BA"
68,427078,"MED2CA","BA"
69,301864,"MED2CA","BA"
70,427560,"MED2CA","BA"
71,352408,"MED2CA","BA"
72,700472,"MED2CA","BA"
73,791236,"MED2CA","BA"
74,1035034,"MED2CA","BA"
76,811526,"MED2CA","BA"
77,1130170,"MED2CA","BA"
78,954154,"MED2CA","BA"
79,1226872,"MED2CA","BA"
80,1226872,"MED2CA","BA"
81,1226872,"MED2CA","BA"
82,1226872,"MED2CA","BA"
83,1226872,"MED2CA","BA"
84,1226872,"MED2CA","BA"
85,14292734,"MED2CA","BA"
1,23047220,"MED2CA","weight"
2,10512292,"MED2CA","weight"
3,12534928,"MED2CA","weight"
4,11523610,"MED2CA","weight"
5,11523610,"MED2CA","weight"
6,5165804,"MED2CA","weight"
7,5168240,"MED2CA","weight"
8,6356588,"MED2CA","weight"
9,6356588,"MED2CA","weight"
10,2123240,"MED2CA","weight"
11,2475256,"MED2CA","weight"
12,2476320,"MED2CA","weight"
13,2323832,"MED2CA","weight"
14,1281672,"MED2CA","weight"
15,2323832,"MED2CA","weight"
16,2650368,"MED2CA","weight"
17,2476320,"MED2CA","weight"
18,2650368,"MED2CA","weight"
19,2266012,"MED2CA","weight"
20,2413180,"MED2CA","weight"
21,2414244,"MED2CA","weight"
22,3019856,"MED2CA","weight"
23,2896768,"MED2CA","weight"
24,3404212,"MED2CA","weight"
25,2982924,"MED2CA","weight"
26,3179960,"MED2CA","weight"
27,2736076,"MED2CA","weight"
28,1380904,"MED2CA","weight"
29,1299312,"MED2CA","weight"
30,1299312,"MED2CA","weight"
31,1023092,"MED2CA","weight"
32,1256892,"MED2CA","weight"
33,1331764,"MED2CA","weight"
34,1556016,"MED2CA","weight"
35,1556016,"MED2CA","weight"
36,1451800,"MED2CA","weight"
37,1556016,"MED2CA","weight"
38,1556016,"MED2CA","weight"
39,1556016,"MED2CA","weight"
40,1556016,"MED2CA","weight"
41,1556016,"MED2CA","weight"
42,1556016,"MED2CA","weight"
43,1556016,"MED2CA","weight"
44,3580164,"MED2CA","weight"
45,2989868,"MED2CA","weight"
46,3072720,"MED2CA","weight"
47,2901192,"MED2CA","weight"
48,3580164,"MED2CA","weight"
49,3342948,"MED2CA","weight"
50,3580164,"MED2CA","weight"
51,1209432,"MED2CA","weight"
52,1394904,"MED2CA","weight"
53,1031464,"MED2CA","weight"
54,1313312,"MED2CA","weight"
55,740964,"MED2CA","weight"
56,1313312,"MED2CA","weight"
57,1394904,"MED2CA","weight"
58,1267700,"MED2CA","weight"
59,1171044,"MED2CA","weight"
60,1464736,"MED2CA","weight"
61,1331736,"MED2CA","weight"
62,1568952,"MED2CA","weight"
63,1568952,"MED2CA","weight"
64,1568952,"MED2CA","weight"
65,1568952,"MED2CA","weight"
66,1568952,"MED2CA","weight"
67,1568952,"MED2CA","weight"
68,23047220,"MED2CA","weight"
69,14816070,"MED2CA","weight"
70,8231150,"MED2CA","weight"
72,4938690,"MED2CA","weight"
73,4938690,"MED2CA","weight"
74,13169840,"MED2CA","weight"
76,13169840,"MED2CA","weight"
77,9877380,"MED2CA","weight"
78,23047220,"MED2CA","weight"
79,6584920,"MED2CA","weight"
81,3292460,"MED2CA","weight"
82,13169840,"MED2CA","weight"
83,23047220,"MED2CA","weight"
84,23047220,"MED2CA","weight"
85,23047220,"MED2CA","weight"
1,23047220,"MED2CA","weight"
2,10512292,"MED2CA","weight"
3,12534928,"MED2CA","weight"
4,11523610,"MED2CA","weight"
5,11523610,"MED2CA","weight"
6,5165804,"MED2CA","weight"
7,5168240,"MED2CA","weight"
8,6356588,"MED2CA","weight"
9,6356588,"MED2CA","weight"
10,2123240,"MED2CA","weight"
11,2475256,"MED2CA","weight"
12,2476320,"MED2CA","weight"
13,2323832,"MED2CA","weight"
14,1281672,"MED2CA","weight"
15,2323832,"MED2CA","weight"
16,2650368,"MED2CA","weight"
17,2476320,"MED2CA","weight"
18,2650368,"MED2CA","weight"
19,2266012,"MED2CA","weight"
20,2413180,"MED2CA","weight"
21,2414244,"MED2CA","weight"
22,3019856,"MED2CA","weight"
23,2896768,"MED2CA","weight"
24,3404212,"MED2CA","weight"
25,2982924,"MED2CA","weight"
26,3179960,"MED2CA","weight"
27,2736076,"MED2CA","weight"
28,1380904,"MED2CA","weight"
29,1299312,"MED2CA","weight"
30,1299312,"MED2CA","weight"
31,1023092,"MED2CA","weight"
32,1256892,"MED2CA","weight"
33,1331764,"MED2CA","weight"
34,1556016,"MED2CA","weight"
35,1556016,"MED2CA","weight"
36,1451800,"MED2CA","weight"
37,1556016,"MED2CA","weight"
38,1556016,"MED2CA","weight"
39,1556016,"MED2CA","weight"
40,1556016,"MED2CA","weight"
41,1556016,"MED2CA","weight"
42,1556016,"MED2CA","weight"
43,1556016,"MED2CA","weight"
44,3580164,"MED2CA","weight"
45,2989868,"MED2CA","weight"
46,3072720,"MED2CA","weight"
47,2901192,"MED2CA","weight"
48,3580164,"MED2CA","weight"
49,3342948,"MED2CA","weight"
50,3580164,"MED2CA","weight"
51,1209432,"MED2CA","weight"
52,1394904,"MED2CA","weight"
53,1031464,"MED2CA","weight"
54,1313312,"MED2CA","weight"
55,740964,"MED2CA","weight"
56,1313312,"MED2CA","weight"
57,1394904,"MED2CA","weight"
58,1267700,"MED2CA","weight"
59,1171044,"MED2CA","weight"
60,1464736,"MED2CA","weight"
61,1331736,"MED2CA","weight"
62,1568952,"MED2CA","weight"
63,1568952,"MED2CA","weight"
64,1568952,"MED2CA","weight"
65,1568952,"MED2CA","weight"
66,1568952,"MED2CA","weight"
67,1568952,"MED2CA","weight"
68,23047220,"MED2CA","weight"
69,14816070,"MED2CA","weight"
70,8231150,"MED2CA","weight"
72,4938690,"MED2CA","weight"
73,4938690,"MED2CA","weight"
74,13169840,"MED2CA","weight"
76,13169840,"MED2CA","weight"
77,9877380,"MED2CA","weight"
78,23047220,"MED2CA","weight"
79,6584920,"MED2CA","weight"
81,3292460,"MED2CA","weight"
82,13169840,"MED2CA","weight"
83,23047220,"MED2CA","weight"
84,23047220,"MED2CA","weight"
85,23047220,"MED2CA","weight"
1,18666,"MED3CA","AB"
3,2020,"MED3CA","AB"
4,2004,"MED3CA","AB"
5,1444,"MED3CA","AB"
6,1132,"MED3CA","AB"
7,1124,"MED3CA","AB"
8,822,"MED3CA","AB"
9,7794,"MED3CA","AB"
10,2292,"MED3CA","AB"
11,1628,"MED3CA","AB"
12,522,"MED3CA","AB"
13,4674,"MED3CA","AB"
14,552,"MED3CA","AB"
15,410,"MED3CA","AB"
16,8796,"MED3CA","AB"
17,2540,"MED3CA","AB"
18,2540,"MED3CA","AB"
19,2540,"MED3CA","AB"
20,2540,"MED3CA","AB"
21,2540,"MED3CA","AB"
22,9318,"MED3CA","AB"
23,1104,"MED3CA","AB"
24,820,"MED3CA","AB"
25,4674,"MED3CA","AB"
26,410,"MED3CA","AB"
27,9870,"MED3CA","AB"
29,18666,"MED3CA","AB"
30,4351,"MED3CA","AB"
31,1893,"MED3CA","AB"
32,4351,"MED3CA","AB"
33,1893,"MED3CA","AB"
34,4982,"MED3CA","AB"
35,4982,"MED3CA","AB"
36,2524,"MED3CA","AB"
37,2524,"MED3CA","AB"
38,2524,"MED3CA","AB"
39,2524,"MED3CA","AB"
40,1876,"MED3CA","AB"
41,1876,"MED3CA","AB"
42,1876,"MED3CA","AB"
43,1876,"MED3CA","AB"
44,1876,"MED3CA","AB"
45,1876,"MED3CA","AB"
46,1876,"MED3CA","AB"
47,10872,"MED3CA","AB"
1,18666,"MED3CA","BA"
2,2020,"MED3CA","BA"
3,1132,"MED3CA","BA"
4,2292,"MED3CA","BA"
5,522,"MED3CA","BA"
6,2540,"MED3CA","BA"
7,2540,"MED3CA","BA"
8,2540,"MED3CA","BA"
9,2540,"MED3CA","BA"
10,2540,"MED3CA","BA"
11,4674,"MED3CA","BA"
12,9318,"MED3CA","BA"
13,4674,"MED3CA","BA"
15,18666,"MED3CA","BA"
17,4351,"MED3CA","BA"
18,4351,"MED3CA","BA"
19,4982,"MED3CA","BA"
20,4982,"MED3CA","BA"
21,2004,"MED3CA","BA"
22,1124,"MED3CA","BA"
23,552,"MED3CA","BA"
24,1104,"MED3CA","BA"
25,1893,"MED3CA","BA"
26,1893,"MED3CA","BA"
27,2524,"MED3CA","BA"
28,2524,"MED3CA","BA"
29,2524,"MED3CA","BA"
30,2524,"MED3CA","BA"
31,1444,"MED3CA","BA"
32,822,"MED3CA","BA"
33,1628,"MED3CA","BA"
34,410,"MED3CA","BA"
35,820,"MED3CA","BA"
36,410,"MED3CA","BA"
37,1876,"MED3CA","BA"
38,1876,"MED3CA","BA"
39,1876,"MED3CA","BA"
40,1876,"MED3CA","BA"
41,1876,"MED3CA","BA"
42,1876,"MED3CA","BA"
43,1876,"MED3CA","BA"
44,8796,"MED3CA","BA"
45,9870,"MED3CA","BA"
46,7794,"MED3CA","BA"
47,10872,"MED3CA","BA"
1,1367,"MED3CA","weight"
2,1367,"MED3CA","weight"
3,1522,"MED3CA","weight"
4,1367,"MED3CA","weight"
5,1661,"MED3CA","weight"
6,1661,"MED3CA","weight"
7,1661,"MED3CA","weight"
8,1661,"MED3CA","weight"
9,1661,"MED3CA","weight"
10,4187,"MED3CA","weight"
11,4662,"MED3CA","weight"
12,5079,"MED3CA","weight"
13,2914,"MED3CA","weight"
14,2593,"MED3CA","weight"
15,2593,"MED3CA","weight"
16,2914,"MED3CA","weight"
17,2914,"MED3CA","weight"
18,1315,"MED3CA","weight"
19,1315,"MED3CA","weight"
20,1315,"MED3CA","weight"
21,995,"MED3CA","weight"
22,1284,"MED3CA","weight"
23,1284,"MED3CA","weight"
24,1605,"MED3CA","weight"
25,1605,"MED3CA","weight"
26,1605,"MED3CA","weight"
27,1605,"MED3CA","weight"
28,962,"MED3CA","weight"
29,962,"MED3CA","weight"
30,1067,"MED3CA","weight"
31,962,"MED3CA","weight"
32,744,"MED3CA","weight"
33,789,"MED3CA","weight"
34,1206,"MED3CA","weight"
35,1206,"MED3CA","weight"
36,1206,"MED3CA","weight"
37,1206,"MED3CA","weight"
38,1206,"MED3CA","weight"
39,1206,"MED3CA","weight"
40,1206,"MED3CA","weight"
41,13928,"MED3CA","weight"
42,13928,"MED3CA","weight"
43,13928,"MED3CA","weight"
44,13928,"MED3CA","weight"
46,13928,"MED3CA","weight"
47,13928,"MED3CA","weight"
1,1656,"MED3CA","weight"
2,1656,"MED3CA","weight"
3,1846,"MED3CA","weight"
4,1656,"MED3CA","weight"
5,2028,"MED3CA","weight"
6,2028,"MED3CA","weight"
7,2028,"MED3CA","weight"
8,2028,"MED3CA","weight"
9,2028,"MED3CA","weight"
10,7630,"MED3CA","weight"
12,9324,"MED3CA","weight"
13,3550,"MED3CA","weight"
14,3152,"MED3CA","weight"
15,3152,"MED3CA","weight"
16,3550,"MED3CA","weight"
17,3550,"MED3CA","weight"
18,1620,"MED3CA","weight"
19,1620,"MED3CA","weight"
20,1620,"MED3CA","weight"
21,950,"MED3CA","weight"
22,1592,"MED3CA","weight"
23,1592,"MED3CA","weight"
24,1990,"MED3CA","weight"
25,1990,"MED3CA","weight"
26,1990,"MED3CA","weight"
27,1990,"MED3CA","weight"
28,1256,"MED3CA","weight"
29,1256,"MED3CA","weight"
30,1396,"MED3CA","weight"
31,1256,"MED3CA","weight"
32,744,"MED3CA","weight"
34,1578,"MED3CA","weight"
35,1578,"MED3CA","weight"
36,1578,"MED3CA","weight"
37,1578,"MED3CA","weight"
38,1578,"MED3CA","weight"
39,1578,"MED3CA","weight"
40,1578,"MED3CA","weight"
41,16954,"MED3CA","weight"
42,16954,"MED3CA","weight"
43,16954,"MED3CA","weight"
44,16954,"MED3CA","weight"
45,8477,"MED3CA","weight"
46,8477,"MED3CA","weight"
47,16954,"MED3CA","weight"
1,18666,"MED3CA","z-bi"
2,2020,"MED3CA","z-bi"
3,1132,"MED3CA","z-bi"
4,2292,"MED3CA","z-bi"
5,522,"MED3CA","z-bi"
6,2540,"MED3CA","z-bi"
7,2540,"MED3CA","z-bi"
8,2540,"MED3CA","z-bi"
9,2540,"MED3CA","z-bi"
10,2540,"MED3CA","z-bi"
11,4674,"MED3CA","z-bi"
12,9318,"MED3CA","z-bi"
13,4674,"MED3CA","z-bi"
15,18666,"MED3CA","z-bi"
17,4351,"MED3CA","z-bi"
18,4351,"MED3CA","z-bi"
19,4982,"MED3CA","z-bi"
20,4982,"MED3CA","z-bi"
21,2004,"MED3CA","z-bi"
22,1124,"MED3CA","z-bi"
23,552,"MED3CA","z-bi"
24,1104,"MED3CA","z-bi"
25,1893,"MED3CA","z-bi"
26,1893,"MED3CA","z-bi"
27,2524,"MED3CA","z-bi"
28,2524,"MED3CA","z-bi"
29,2524,"MED3CA","z-bi"
30,2524,"MED3CA","z-bi"
31,1444,"MED3CA","z-bi"
32,822,"MED3CA","z-bi"
33,1628,"MED3CA","z-bi"
34,410,"MED3CA","z-bi"
35,820,"MED3CA","z-bi"
36,410,"MED3CA","z-bi"
37,1876,"MED3CA","z-bi"
38,1876,"MED3CA","z-bi"
39,1876,"MED3CA","z-bi"
40,1876,"MED3CA","z-bi"
41,1876,"MED3CA","z-bi"
42,1876,"MED3CA","z-bi"
43,1876,"MED3CA","z-bi"
44,8796,"MED3CA","z-bi"
45,9870,"MED3CA","z-bi"
46,7794,"MED3CA","z-bi"
47,10872,"MED3CA","z-bi"
1,542852,"MED4CA","AB"
2,159118,"MED4CA","AB"
3,701970,"MED4CA","AB"
4,77326,"MED4CA","AB"
5,460471,"MED4CA","AB"
6,74070,"MED4CA","AB"
7,129666,"MED4CA","AB"
8,65022,"MED4CA","AB"
9,47196,"MED4CA","AB"
10,85807,"MED4CA","AB"
11,574364,"MED4CA","AB"
12,45264,"MED4CA","AB"
13,75638,"MED4CA","AB"
14,114112,"MED4CA","AB"
15,38556,"MED4CA","AB"
16,96820,"MED4CA","AB"
17,92950,"MED4CA","AB"
18,168514,"MED4CA","AB"
19,260271,"MED4CA","AB"
20,82208,"MED4CA","AB"
21,47196,"MED4CA","AB"
22,218019,"MED4CA","AB"
23,670458,"MED4CA","AB"
24,45264,"MED4CA","AB"
25,201176,"MED4CA","AB"
26,201176,"MED4CA","AB"
27,201176,"MED4CA","AB"
28,171580,"MED4CA","AB"
29,162258,"MED4CA","AB"
30,201176,"MED4CA","AB"
31,411464,"MED4CA","AB"
32,96092,"MED4CA","AB"
33,171260,"MED4CA","AB"
34,234148,"MED4CA","AB"
35,64440,"MED4CA","AB"
36,112348,"MED4CA","AB"
37,388690,"MED4CA","AB"
38,56506,"MED4CA","AB"
39,599210,"MED4CA","AB"
40,566332,"MED4CA","AB"
41,214104,"MED4CA","AB"
42,313118,"MED4CA","AB"
43,138502,"MED4CA","AB"
44,252898,"MED4CA","AB"
45,211104,"MED4CA","AB"
46,103204,"MED4CA","AB"
47,226529,"MED4CA","AB"
48,303416,"MED4CA","AB"
49,94286,"MED4CA","AB"
50,366470,"MED4CA","AB"
51,167064,"MED4CA","AB"
52,146134,"MED4CA","AB"
53,167064,"MED4CA","AB"
54,146134,"MED4CA","AB"
55,191854,"MED4CA","AB"
56,217174,"MED4CA","AB"
57,352919,"MED4CA","AB"
58,856132,"MED4CA","AB"
59,170924,"MED4CA","AB"
60,170924,"MED4CA","AB"
61,170924,"MED4CA","AB"
1,542852,"MED4CA","BA"
2,701970,"MED4CA","BA"
3,77326,"MED4CA","BA"
4,47196,"MED4CA","BA"
5,96820,"MED4CA","BA"
6,47196,"MED4CA","BA"
7,201176,"MED4CA","BA"
8,201176,"MED4CA","BA"
9,201176,"MED4CA","BA"
10,171580,"MED4CA","BA"
11,201176,"MED4CA","BA"
12,411464,"MED4CA","BA"
13,234148,"MED4CA","BA"
14,599210,"MED4CA","BA"
15,460471,"MED4CA","BA"
16,218019,"MED4CA","BA"
17,566332,"MED4CA","BA"
18,85807,"MED4CA","BA"
19,313118,"MED4CA","BA"
20,252898,"MED4CA","BA"
21,226529,"MED4CA","BA"
22,366470,"MED4CA","BA"
23,574364,"MED4CA","BA"
24,670458,"MED4CA","BA"
25,74070,"MED4CA","BA"
26,45264,"MED4CA","BA"
27,92950,"MED4CA","BA"
28,45264,"MED4CA","BA"
29,162258,"MED4CA","BA"
30,96092,"MED4CA","BA"
31,64440,"MED4CA","BA"
32,138502,"MED4CA","BA"
33,167064,"MED4CA","BA"
34,167064,"MED4CA","BA"
35,191854,"MED4CA","BA"
36,159118,"MED4CA","BA"
37,129666,"MED4CA","BA"
38,75638,"MED4CA","BA"
39,168514,"MED4CA","BA"
40,171260,"MED4CA","BA"
41,112348,"MED4CA","BA"
42,211104,"MED4CA","BA"
43,217174,"MED4CA","BA"
44,114112,"MED4CA","BA"
45,260271,"MED4CA","BA"
46,214104,"MED4CA","BA"
47,303416,"MED4CA","BA"
48,352919,"MED4CA","BA"
49,388690,"MED4CA","BA"
50,856132,"MED4CA","BA"
51,65022,"MED4CA","BA"
52,38556,"MED4CA","BA"
53,82208,"MED4CA","BA"
54,56506,"MED4CA","BA"
55,103204,"MED4CA","BA"
56,94286,"MED4CA","BA"
57,146134,"MED4CA","BA"
58,146134,"MED4CA","BA"
59,170924,"MED4CA","BA"
60,170924,"MED4CA","BA"
61,170924,"MED4CA","BA"
1,1131660,"MED4CA","weight"
2,114660,"MED4CA","weight"
3,156180,"MED4CA","weight"
4,176160,"MED4CA","weight"
5,176160,"MED4CA","weight"
6,176160,"MED4CA","weight"
7,156180,"MED4CA","weight"
8,176160,"MED4CA","weight"
9,472980,"MED4CA","weight"
10,658680,"MED4CA","weight"
11,1131660,"MED4CA","weight"
12,316140,"MED4CA","weight"
13,254840,"MED4CA","weight"
14,204020,"MED4CA","weight"
15,356660,"MED4CA","weight"
16,86160,"MED4CA","weight"
17,119700,"MED4CA","weight"
18,74540,"MED4CA","weight"
19,114260,"MED4CA","weight"
20,114260,"MED4CA","weight"
21,59600,"MED4CA","weight"
22,95780,"MED4CA","weight"
23,93720,"MED4CA","weight"
24,119700,"MED4CA","weight"
25,119700,"MED4CA","weight"
26,134240,"MED4CA","weight"
27,267240,"MED4CA","weight"
28,188480,"MED4CA","weight"
29,126100,"MED4CA","weight"
30,214260,"MED4CA","weight"
31,175660,"MED4CA","weight"
32,159920,"MED4CA","weight"
33,402720,"MED4CA","weight"
35,334540,"MED4CA","weight"
36,394400,"MED4CA","weight"
37,1131660,"MED4CA","weight"
38,83120,"MED4CA","weight"
39,115720,"MED4CA","weight"
40,73320,"MED4CA","weight"
41,92820,"MED4CA","weight"
42,78260,"MED4CA","weight"
43,66200,"MED4CA","weight"
44,115720,"MED4CA","weight"
45,115720,"MED4CA","weight"
46,130260,"MED4CA","weight"
47,130260,"MED4CA","weight"
48,130260,"MED4CA","weight"
49,1131660,"MED4CA","weight"
50,1131660,"MED4CA","weight"
51,226332,"MED4CA","weight"
53,226332,"MED4CA","weight"
54,339498,"MED4CA","weight"
55,339498,"MED4CA","weight"
56,226332,"MED4CA","weight"
57,452664,"MED4CA","weight"
58,452664,"MED4CA","weight"
59,452664,"MED4CA","weight"
61,678996,"MED4CA","weight"
62,565830,"MED4CA","weight"
63,565830,"MED4CA","weight"
64,1131660,"MED4CA","weight"
1,864420,"MED4CA","weight"
2,1131660,"MED4CA","weight"
3,196600,"MED4CA","weight"
4,276180,"MED4CA","weight"
5,311780,"MED4CA","weight"
6,311780,"MED4CA","weight"
7,311780,"MED4CA","weight"
8,276180,"MED4CA","weight"
9,311780,"MED4CA","weight"
10,819860,"MED4CA","weight"
11,1176220,"MED4CA","weight"
12,1996080,"MED4CA","weight"
13,561960,"MED4CA","weight"
14,438980,"MED4CA","weight"
15,360700,"MED4CA","weight"
16,634440,"MED4CA","weight"
17,148800,"MED4CA","weight"
18,212400,"MED4CA","weight"
19,131440,"MED4CA","weight"
20,202800,"MED4CA","weight"
21,202800,"MED4CA","weight"
22,104160,"MED4CA","weight"
23,164560,"MED4CA","weight"
24,165920,"MED4CA","weight"
25,212400,"MED4CA","weight"
26,212400,"MED4CA","weight"
27,238400,"MED4CA","weight"
28,267240,"MED4CA","weight"
29,376960,"MED4CA","weight"
30,252200,"MED4CA","weight"
31,428520,"MED4CA","weight"
32,351320,"MED4CA","weight"
33,319840,"MED4CA","weight"
34,718480,"MED4CA","weight"
36,596120,"MED4CA","weight"
37,681480,"MED4CA","weight"
38,1996080,"MED4CA","weight"
39,143720,"MED4CA","weight"
40,205460,"MED4CA","weight"
41,129420,"MED4CA","weight"
42,159660,"MED4CA","weight"
43,135640,"MED4CA","weight"
44,116880,"MED4CA","weight"
45,205460,"MED4CA","weight"
46,205460,"MED4CA","weight"
47,231460,"MED4CA","weight"
48,231460,"MED4CA","weight"
49,231460,"MED4CA","weight"
50,1996080,"MED4CA","weight"
51,399216,"MED4CA","weight"
53,399216,"MED4CA","weight"
54,598824,"MED4CA","weight"
55,598824,"MED4CA","weight"
56,399216,"MED4CA","weight"
57,798432,"MED4CA","weight"
58,798432,"MED4CA","weight"
59,798432,"MED4CA","weight"
61,1197648,"MED4CA","weight"
62,998040,"MED4CA","weight"
63,998040,"MED4CA","weight"
64,1996080,"MED4CA","weight"
1,1224,"MIQ1OP","AB"
2,2386,"MIQ1OP","AB"
3,264,"MIQ1OP","AB"
4,329,"MIQ1OP","AB"
5,408,"MIQ1OP","AB"
6,228,"MIQ1OP","AB"
7,337,"MIQ1OP","AB"
8,636,"MIQ1OP","AB"
9,2404,"MIQ1OP","AB"
10,570,"MIQ1OP","AB"
11,337,"MIQ1OP","AB"
12,311,"MIQ1OP","AB"
13,278,"MIQ1OP","AB"
14,208,"MIQ1OP","AB"
15,1133,"MIQ1OP","AB"
16,316,"MIQ1OP","AB"
17,195,"MIQ1OP","AB"
18,1071,"MIQ1OP","AB"
19,251,"MIQ1OP","AB"
20,172,"MIQ1OP","AB"
21,337,"MIQ1OP","AB"
22,337,"MIQ1OP","AB"
23,337,"MIQ1OP","AB"
24,311,"MIQ1OP","AB"
25,278,"MIQ1OP","AB"
26,1406,"MIQ1OP","AB"
27,402,"MIQ1OP","AB"
28,268,"MIQ1OP","AB"
29,438,"MIQ1OP","AB"
30,438,"MIQ1OP","AB"
31,438,"MIQ1OP","AB"
32,438,"MIQ1OP","AB"
33,438,"MIQ1OP","AB"
34,438,"MIQ1OP","AB"
35,482,"MIQ1OP","AB"
36,296,"MIQ1OP","AB"
37,304,"MIQ1OP","AB"
38,304,"MIQ1OP","AB"
39,304,"MIQ1OP","AB"
40,304,"MIQ1OP","AB"
41,304,"MIQ1OP","AB"
1,5294,"MIQ1OP","BA"
2,335,"MIQ1OP","BA"
3,636,"MIQ1OP","BA"
5,636,"MIQ1OP","BA"
6,570,"MIQ1OP","BA"
7,297,"MIQ1OP","BA"
8,342,"MIQ1OP","BA"
9,636,"MIQ1OP","BA"
10,636,"MIQ1OP","BA"
11,636,"MIQ1OP","BA"
12,570,"MIQ1OP","BA"
13,1323,"MIQ1OP","BA"
14,1673,"MIQ1OP","BA"
15,2298,"MIQ1OP","BA"
16,5294,"MIQ1OP","BA"
17,347,"MIQ1OP","BA"
18,355,"MIQ1OP","BA"
19,596,"MIQ1OP","BA"
20,666,"MIQ1OP","BA"
21,666,"MIQ1OP","BA"
22,666,"MIQ1OP","BA"
23,666,"MIQ1OP","BA"
24,666,"MIQ1OP","BA"
25,666,"MIQ1OP","BA"
27,1744,"MIQ1OP","BA"
28,1402,"MIQ1OP","BA"
29,2148,"MIQ1OP","BA"
30,302,"MIQ1OP","BA"
32,504,"MIQ1OP","BA"
33,302,"MIQ1OP","BA"
34,504,"MIQ1OP","BA"
35,500,"MIQ1OP","BA"
36,332,"MIQ1OP","BA"
37,570,"MIQ1OP","BA"
38,570,"MIQ1OP","BA"
39,570,"MIQ1OP","BA"
40,570,"MIQ1OP","BA"
41,570,"MIQ1OP","BA"
1,164,"MIQ1OP","weight"
2,287,"MIQ1OP","weight"
3,261,"MIQ1OP","weight"
4,287,"MIQ1OP","weight"
5,261,"MIQ1OP","weight"
6,287,"MIQ1OP","weight"
7,233,"MIQ1OP","weight"
8,287,"MIQ1OP","weight"
9,287,"MIQ1OP","weight"
10,287,"MIQ1OP","weight"
11,261,"MIQ1OP","weight"
12,2902,"MIQ1OP","weight"
13,202,"MIQ1OP","weight"
14,289,"MIQ1OP","weight"
15,317,"MIQ1OP","weight"
16,349,"MIQ1OP","weight"
17,349,"MIQ1OP","weight"
18,349,"MIQ1OP","weight"
19,349,"MIQ1OP","weight"
20,349,"MIQ1OP","weight"
21,349,"MIQ1OP","weight"
22,1090,"MIQ1OP","weight"
23,819,"MIQ1OP","weight"
24,993,"MIQ1OP","weight"
25,158,"MIQ1OP","weight"
26,247,"MIQ1OP","weight"
27,247,"MIQ1OP","weight"
28,221,"MIQ1OP","weight"
29,247,"MIQ1OP","weight"
30,241,"MIQ1OP","weight"
31,176,"MIQ1OP","weight"
32,273,"MIQ1OP","weight"
33,273,"MIQ1OP","weight"
34,273,"MIQ1OP","weight"
35,273,"MIQ1OP","weight"
36,273,"MIQ1OP","weight"
37,2902,"MIQ1OP","weight"
38,2902,"MIQ1OP","weight"
40,2902,"MIQ1OP","weight"
41,2902,"MIQ1OP","weight"
1,164,"MIQ1OP","weight"
2,287,"MIQ1OP","weight"
3,261,"MIQ1OP","weight"
4,287,"MIQ1OP","weight"
5,261,"MIQ1OP","weight"
6,287,"MIQ1OP","weight"
7,233,"MIQ1OP","weight"
8,287,"MIQ1OP","weight"
9,287,"MIQ1OP","weight"
10,287,"MIQ1OP","weight"
11,261,"MIQ1OP","weight"
12,2902,"MIQ1OP","weight"
13,202,"MIQ1OP","weight"
14,289,"MIQ1OP","weight"
15,317,"MIQ1OP","weight"
16,349,"MIQ1OP","weight"
17,349,"MIQ1OP","weight"
18,349,"MIQ1OP","weight"
19,349,"MIQ1OP","weight"
20,349,"MIQ1OP","weight"
21,349,"MIQ1OP","weight"
22,1090,"MIQ1OP","weight"
23,819,"MIQ1OP","weight"
24,993,"MIQ1OP","weight"
25,158,"MIQ1OP","weight"
26,247,"MIQ1OP","weight"
27,247,"MIQ1OP","weight"
28,221,"MIQ1OP","weight"
29,247,"MIQ1OP","weight"
30,241,"MIQ1OP","weight"
31,176,"MIQ1OP","weight"
32,273,"MIQ1OP","weight"
33,273,"MIQ1OP","weight"
34,273,"MIQ1OP","weight"
35,273,"MIQ1OP","weight"
36,273,"MIQ1OP","weight"
37,2902,"MIQ1OP","weight"
38,2902,"MIQ1OP","weight"
40,2902,"MIQ1OP","weight"
41,2902,"MIQ1OP","weight"
1,5294,"MIQ1OP","z-bi"
2,335,"MIQ1OP","z-bi"
3,636,"MIQ1OP","z-bi"
5,636,"MIQ1OP","z-bi"
6,570,"MIQ1OP","z-bi"
7,297,"MIQ1OP","z-bi"
8,342,"MIQ1OP","z-bi"
9,636,"MIQ1OP","z-bi"
10,636,"MIQ1OP","z-bi"
11,636,"MIQ1OP","z-bi"
12,570,"MIQ1OP","z-bi"
13,1323,"MIQ1OP","z-bi"
14,1673,"MIQ1OP","z-bi"
15,2298,"MIQ1OP","z-bi"
16,5294,"MIQ1OP","z-bi"
17,347,"MIQ1OP","z-bi"
18,355,"MIQ1OP","z-bi"
19,596,"MIQ1OP","z-bi"
20,666,"MIQ1OP","z-bi"
21,666,"MIQ1OP","z-bi"
22,666,"MIQ1OP","z-bi"
23,666,"MIQ1OP","z-bi"
24,666,"MIQ1OP","z-bi"
25,666,"MIQ1OP","z-bi"
