{ 0 4 7 10 13 18 27 36 42 47 }
{ 0 4 7 10 13 23 27 36 42 47 }
{ 0 4 7 10 17 23 27 36 42 47 }
{ 0 4 7 10 18 19 27 36 42 47 }
{ 0 4 7 10 18 20 27 36 42 47 }
{ 0 4 7 10 18 22 27 36 42 47 }
{ 0 4 7 10 18 27 34 36 42 47 }
{ 0 4 7 10 18 27 36 38 42 47 }
{ 0 4 7 10 18 27 36 40 42 47 }
{ 0 4 7 10 18 27 36 42 43 47 }
{ 0 4 7 10 18 27 36 42 44 47 }
{ 0 4 7 10 19 23 27 36 42 47 }
{ 0 4 7 10 20 23 27 36 42 47 }
{ 0 4 7 10 23 27 34 36 42 47 }
{ 0 4 7 10 23 27 36 38 42 47 }
{ 0 4 7 10 23 27 36 40 42 47 }
{ 0 4 7 10 23 27 36 42 43 47 }
{ 0 4 7 10 23 27 36 42 44 47 }
{ 0 4 7 13 18 25 27 36 42 47 }
{ 0 4 7 13 18 27 28 36 42 47 }
{ 0 4 7 13 18 27 33 36 42 47 }
{ 0 4 7 13 23 25 27 36 42 47 }
{ 0 4 7 13 23 27 28 36 42 47 }
{ 0 4 7 13 23 27 33 36 42 47 }
{ 0 4 7 17 23 25 27 36 42 47 }
{ 0 4 7 17 23 27 28 36 42 47 }
{ 0 4 7 17 23 27 33 36 42 47 }
{ 0 4 7 18 19 25 27 36 42 47 }
{ 0 4 7 18 19 27 28 36 42 47 }
{ 0 4 7 18 19 27 33 36 42 47 }
{ 0 4 7 18 20 25 27 36 42 47 }
{ 0 4 7 18 20 27 28 36 42 47 }
{ 0 4 7 18 20 27 33 36 42 47 }
{ 0 4 7 18 22 25 27 36 42 47 }
{ 0 4 7 18 22 27 28 36 42 47 }
{ 0 4 7 18 22 27 33 36 42 47 }
{ 0 4 7 18 25 27 34 36 42 47 }
{ 0 4 7 18 25 27 36 38 42 47 }
{ 0 4 7 18 25 27 36 40 42 47 }
{ 0 4 7 18 25 27 36 42 43 47 }
{ 0 4 7 18 25 27 36 42 44 47 }
{ 0 4 7 18 27 28 34 36 42 47 }
{ 0 4 7 18 27 28 36 38 42 47 }
{ 0 4 7 18 27 28 36 40 42 47 }
{ 0 4 7 18 27 28 36 42 43 47 }
{ 0 4 7 18 27 28 36 42 44 47 }
{ 0 4 7 18 27 33 34 36 42 47 }
{ 0 4 7 18 27 33 36 38 42 47 }
{ 0 4 7 18 27 33 36 40 42 47 }
{ 0 4 7 18 27 33 36 42 43 47 }
{ 0 4 7 18 27 33 36 42 44 47 }
{ 0 4 7 19 23 25 27 36 42 47 }
{ 0 4 7 19 23 27 28 36 42 47 }
{ 0 4 7 19 23 27 33 36 42 47 }
{ 0 4 7 20 23 25 27 36 42 47 }
{ 0 4 7 20 23 27 28 36 42 47 }
{ 0 4 7 20 23 27 33 36 42 47 }
{ 0 4 7 23 25 27 34 36 42 47 }
{ 0 4 7 23 25 27 36 38 42 47 }
{ 0 4 7 23 25 27 36 40 42 47 }
{ 0 4 7 23 25 27 36 42 43 47 }
{ 0 4 7 23 25 27 36 42 44 47 }
{ 0 4 7 23 27 28 34 36 42 47 }
{ 0 4 7 23 27 28 36 38 42 47 }
{ 0 4 7 23 27 28 36 40 42 47 }
{ 0 4 7 23 27 28 36 42 43 47 }
{ 0 4 7 23 27 28 36 42 44 47 }
{ 0 4 7 23 27 33 34 36 42 47 }
{ 0 4 7 23 27 33 36 38 42 47 }
{ 0 4 7 23 27 33 36 40 42 47 }
{ 0 4 7 23 27 33 36 42 43 47 }
{ 0 4 7 23 27 33 36 42 44 47 }
{ 0 4 9 10 15 23 27 36 42 47 }
{ 0 4 9 10 18 21 27 36 42 47 }
{ 0 4 9 15 23 25 27 36 42 47 }
{ 0 4 9 15 23 27 28 36 42 47 }
{ 0 4 9 15 23 27 33 36 42 47 }
{ 0 4 9 18 21 25 27 36 42 47 }
{ 0 4 9 18 21 27 28 36 42 47 }
{ 0 4 9 18 21 27 33 36 42 47 }
{ 0 4 10 13 15 23 27 36 42 47 }
{ 0 4 10 13 18 21 27 36 42 47 }
{ 0 4 10 15 19 23 27 36 42 47 }
{ 0 4 10 15 20 23 27 36 42 47 }
{ 0 4 10 15 23 27 34 36 42 47 }
{ 0 4 10 15 23 27 36 38 42 47 }
{ 0 4 10 15 23 27 36 40 42 47 }
{ 0 4 10 15 23 27 36 42 43 47 }
{ 0 4 10 15 23 27 36 42 44 47 }
{ 0 4 10 18 19 21 27 36 42 47 }
{ 0 4 10 18 20 21 27 36 42 47 }
{ 0 4 10 18 21 27 34 36 42 47 }
{ 0 4 10 18 21 27 36 38 42 47 }
{ 0 4 10 18 21 27 36 40 42 47 }
