{ 0 6 10 12 14 24 31 33 }
{ 0 6 10 12 17 24 31 33 }
{ 0 6 10 12 21 24 31 33 }
{ 0 6 10 12 23 24 31 33 }
{ 0 6 10 12 24 26 31 33 }
{ 0 6 10 12 24 30 31 33 }
{ 0 6 10 12 24 31 33 39 }
{ 0 6 10 12 24 31 33 40 }
{ 0 6 10 13 14 20 24 31 }
{ 0 6 10 13 14 24 31 41 }
{ 0 6 10 13 17 20 24 31 }
{ 0 6 10 13 17 24 31 41 }
{ 0 6 10 13 20 23 24 31 }
{ 0 6 10 13 20 24 26 31 }
{ 0 6 10 13 20 24 30 31 }
{ 0 6 10 13 20 24 31 39 }
{ 0 6 10 13 20 24 31 40 }
{ 0 6 10 13 21 24 31 41 }
{ 0 6 10 13 23 24 31 41 }
{ 0 6 10 13 24 26 31 41 }
{ 0 6 10 13 24 30 31 41 }
{ 0 6 10 13 24 31 39 41 }
{ 0 6 10 13 24 31 40 41 }
{ 0 6 10 14 20 24 31 33 }
{ 0 6 10 14 24 31 33 41 }
{ 0 6 10 17 20 24 31 33 }
{ 0 6 10 17 24 31 33 41 }
{ 0 6 10 20 23 24 31 33 }
{ 0 6 10 20 24 26 31 33 }
{ 0 6 10 20 24 30 31 33 }
{ 0 6 10 20 24 31 33 39 }
{ 0 6 10 20 24 31 33 40 }
{ 0 6 10 21 24 31 33 41 }
{ 0 6 10 23 24 31 33 41 }
{ 0 6 10 24 26 31 33 41 }
{ 0 6 10 24 30 31 33 41 }
{ 0 6 10 24 31 33 39 41 }
{ 0 6 10 24 31 33 40 41 }
{ 0 6 12 14 16 24 31 33 }
{ 0 6 12 14 18 24 31 33 }
{ 0 6 12 14 22 24 31 33 }
{ 0 6 12 14 24 27 31 33 }
{ 0 6 12 14 24 28 31 33 }
{ 0 6 12 14 24 31 33 36 }
{ 0 6 12 14 24 31 33 38 }
{ 0 6 12 15 17 24 31 33 }
{ 0 6 12 15 21 24 31 33 }
{ 0 6 12 15 23 24 31 33 }
{ 0 6 12 15 24 26 31 33 }
{ 0 6 12 15 24 30 31 33 }
{ 0 6 12 15 24 31 33 39 }
{ 0 6 12 15 24 31 33 40 }
{ 0 6 12 16 17 24 31 33 }
{ 0 6 12 16 21 24 31 33 }
{ 0 6 12 16 23 24 31 33 }
{ 0 6 12 16 24 26 31 33 }
{ 0 6 12 16 24 30 31 33 }
{ 0 6 12 16 24 31 33 39 }
{ 0 6 12 16 24 31 33 40 }
{ 0 6 12 17 18 24 31 33 }
{ 0 6 12 17 22 24 31 33 }
{ 0 6 12 17 24 27 31 33 }
{ 0 6 12 17 24 28 31 33 }
{ 0 6 12 17 24 31 33 36 }
{ 0 6 12 17 24 31 33 38 }
{ 0 6 12 18 21 24 31 33 }
{ 0 6 12 18 23 24 31 33 }
{ 0 6 12 18 24 26 31 33 }
{ 0 6 12 18 24 30 31 33 }
{ 0 6 12 18 24 31 33 39 }
{ 0 6 12 18 24 31 33 40 }
{ 0 6 12 21 24 27 31 33 }
{ 0 6 12 21 24 28 31 33 }
{ 0 6 12 21 24 31 33 36 }
{ 0 6 12 21 24 31 33 38 }
{ 0 6 12 22 23 24 31 33 }
{ 0 6 12 22 24 26 31 33 }
{ 0 6 12 22 24 30 31 33 }
{ 0 6 12 22 24 31 33 39 }
{ 0 6 12 22 24 31 33 40 }
{ 0 6 12 23 24 27 31 33 }
{ 0 6 12 23 24 28 31 33 }
{ 0 6 12 23 24 31 33 36 }
{ 0 6 12 23 24 31 33 38 }
{ 0 6 12 24 26 27 31 33 }
{ 0 6 12 24 26 28 31 33 }
{ 0 6 12 24 26 31 33 36 }
{ 0 6 12 24 26 31 33 38 }
{ 0 6 12 24 27 30 31 33 }
{ 0 6 12 24 27 31 33 39 }
{ 0 6 12 24 27 31 33 40 }
{ 0 6 12 24 28 30 31 33 }
{ 0 6 12 24 28 31 33 39 }
{ 0 6 12 24 28 31 33 40 }
{ 0 6 12 24 30 31 33 36 }
{ 0 6 12 24 30 31 33 38 }
{ 0 6 12 24 31 33 36 39 }
{ 0 6 12 24 31 33 36 40 }
{ 0 6 12 24 31 33 38 39 }
{ 0 6 12 24 31 33 38 40 }
{ 0 6 13 14 16 20 24 31 }
{ 0 6 13 14 16 24 31 41 }
{ 0 6 13 14 18 20 24 31 }
{ 0 6 13 14 18 24 31 41 }
{ 0 6 13 14 20 24 27 31 }
{ 0 6 13 14 20 24 28 31 }
{ 0 6 13 14 20 24 31 34 }
{ 0 6 13 14 20 24 31 36 }
{ 0 6 13 14 20 24 31 38 }
{ 0 6 13 14 22 24 31 41 }
{ 0 6 13 14 24 27 31 41 }
{ 0 6 13 14 24 28 31 41 }
{ 0 6 13 14 24 31 34 41 }
{ 0 6 13 14 24 31 36 41 }
{ 0 6 13 14 24 31 38 41 }
{ 0 6 13 15 17 20 24 31 }
{ 0 6 13 15 17 24 31 41 }
{ 0 6 13 15 20 23 24 31 }
{ 0 6 13 15 20 24 26 31 }
{ 0 6 13 15 20 24 30 31 }
{ 0 6 13 15 20 24 31 39 }
{ 0 6 13 15 20 24 31 40 }
{ 0 6 13 15 21 24 31 41 }
{ 0 6 13 15 23 24 31 41 }
{ 0 6 13 15 24 26 31 41 }
{ 0 6 13 15 24 30 31 41 }
{ 0 6 13 15 24 31 39 41 }
{ 0 6 13 15 24 31 40 41 }
{ 0 6 13 16 17 20 24 31 }
{ 0 6 13 16 17 24 31 41 }
{ 0 6 13 16 20 23 24 31 }
{ 0 6 13 16 20 24 26 31 }
{ 0 6 13 16 20 24 30 31 }
{ 0 6 13 16 20 24 31 39 }
