{ 0 2 3 5 6 14 20 25 }
{ 0 2 3 5 6 14 25 30 }
{ 0 2 3 5 13 14 20 25 }
{ 0 2 3 5 13 14 25 30 }
{ 0 2 3 5 14 20 25 29 }
{ 0 2 3 5 14 20 25 32 }
{ 0 2 3 5 14 25 30 32 }
{ 0 2 3 6 11 14 20 25 }
{ 0 2 3 6 11 14 25 30 }
{ 0 2 3 6 14 20 24 25 }
{ 0 2 3 6 14 20 25 34 }
{ 0 2 3 6 14 20 25 35 }
{ 0 2 3 6 14 24 25 30 }
{ 0 2 3 6 14 25 30 34 }
{ 0 2 3 6 14 25 30 35 }
{ 0 2 3 11 13 14 20 25 }
{ 0 2 3 11 13 14 25 30 }
{ 0 2 3 11 14 20 25 29 }
{ 0 2 3 11 14 20 25 32 }
{ 0 2 3 11 14 25 30 32 }
{ 0 2 3 13 14 20 24 25 }
{ 0 2 3 13 14 20 25 34 }
{ 0 2 3 13 14 20 25 35 }
{ 0 2 3 13 14 24 25 30 }
{ 0 2 3 13 14 25 30 34 }
{ 0 2 3 13 14 25 30 35 }
{ 0 2 3 14 20 24 25 29 }
{ 0 2 3 14 20 24 25 32 }
{ 0 2 3 14 20 25 29 34 }
{ 0 2 3 14 20 25 29 35 }
{ 0 2 3 14 20 25 32 34 }
{ 0 2 3 14 20 25 32 35 }
{ 0 2 3 14 24 25 30 32 }
{ 0 2 3 14 25 30 32 34 }
{ 0 2 3 14 25 30 32 35 }
{ 0 2 4 5 6 14 20 25 }
{ 0 2 4 5 6 14 25 30 }
{ 0 2 4 5 13 14 20 25 }
{ 0 2 4 5 13 14 25 30 }
{ 0 2 4 5 14 20 25 29 }
{ 0 2 4 5 14 20 25 32 }
{ 0 2 4 5 14 25 30 32 }
{ 0 2 4 6 11 14 20 25 }
{ 0 2 4 6 11 14 25 30 }
{ 0 2 4 6 14 20 24 25 }
{ 0 2 4 6 14 20 25 34 }
{ 0 2 4 6 14 20 25 35 }
{ 0 2 4 6 14 24 25 30 }
{ 0 2 4 6 14 25 30 34 }
{ 0 2 4 6 14 25 30 35 }
{ 0 2 4 11 13 14 20 25 }
{ 0 2 4 11 13 14 25 30 }
{ 0 2 4 11 14 20 25 29 }
{ 0 2 4 11 14 20 25 32 }
{ 0 2 4 11 14 25 30 32 }
{ 0 2 4 13 14 20 24 25 }
{ 0 2 4 13 14 20 25 34 }
{ 0 2 4 13 14 20 25 35 }
{ 0 2 4 13 14 24 25 30 }
{ 0 2 4 13 14 25 30 34 }
{ 0 2 4 13 14 25 30 35 }
{ 0 2 4 14 20 24 25 29 }
{ 0 2 4 14 20 24 25 32 }
{ 0 2 4 14 20 25 29 34 }
{ 0 2 4 14 20 25 29 35 }
{ 0 2 4 14 20 25 32 34 }
{ 0 2 4 14 20 25 32 35 }
{ 0 2 4 14 24 25 30 32 }
{ 0 2 4 14 25 30 32 34 }
{ 0 2 4 14 25 30 32 35 }
{ 0 2 5 6 8 14 20 25 }
{ 0 2 5 6 8 14 25 30 }
{ 0 2 5 6 14 19 20 25 }
{ 0 2 5 6 14 19 25 30 }
{ 0 2 5 6 14 20 23 25 }
{ 0 2 5 6 14 20 25 28 }
{ 0 2 5 6 14 23 25 30 }
{ 0 2 5 8 13 14 20 25 }
{ 0 2 5 8 13 14 25 30 }
{ 0 2 5 8 14 20 25 29 }
{ 0 2 5 8 14 20 25 32 }
{ 0 2 5 8 14 25 30 32 }
{ 0 2 5 13 14 19 20 25 }
{ 0 2 5 13 14 19 25 30 }
{ 0 2 5 13 14 20 23 25 }
{ 0 2 5 13 14 20 25 28 }
{ 0 2 5 13 14 23 25 30 }
{ 0 2 5 14 19 20 25 29 }
{ 0 2 5 14 19 20 25 32 }
{ 0 2 5 14 19 25 30 32 }
{ 0 2 5 14 20 23 25 29 }
{ 0 2 5 14 20 23 25 32 }
{ 0 2 5 14 20 25 28 32 }
{ 0 2 5 14 23 25 30 32 }
{ 0 2 6 8 11 14 20 25 }
{ 0 2 6 8 11 14 25 30 }
{ 0 2 6 8 14 20 24 25 }
{ 0 2 6 8 14 20 25 34 }
{ 0 2 6 8 14 20 25 35 }
{ 0 2 6 8 14 24 25 30 }
{ 0 2 6 8 14 25 30 34 }
{ 0 2 6 8 14 25 30 35 }
{ 0 2 6 11 14 19 20 25 }
{ 0 2 6 11 14 19 25 30 }
{ 0 2 6 11 14 20 23 25 }
{ 0 2 6 11 14 20 25 28 }
{ 0 2 6 11 14 23 25 30 }
{ 0 2 6 14 19 20 24 25 }
{ 0 2 6 14 19 20 25 34 }
{ 0 2 6 14 19 20 25 35 }
{ 0 2 6 14 19 24 25 30 }
{ 0 2 6 14 19 25 30 34 }
{ 0 2 6 14 19 25 30 35 }
