{ 1 8 9 11 15 25 26 30 36 }
{ 1 8 9 11 15 25 26 36 38 }
{ 1 8 9 11 15 25 28 29 36 }
{ 1 8 9 11 15 25 28 30 36 }
{ 1 8 9 11 15 25 28 36 38 }
{ 1 8 9 11 15 25 29 31 36 }
{ 1 8 9 11 15 25 29 32 36 }
{ 1 8 9 11 15 25 29 33 36 }
{ 1 8 9 11 15 25 29 34 36 }
{ 1 8 9 11 15 25 29 36 39 }
{ 1 8 9 11 15 25 30 31 36 }
{ 1 8 9 11 15 25 30 32 36 }
{ 1 8 9 11 15 25 30 33 36 }
{ 1 8 9 11 15 25 30 34 36 }
{ 1 8 9 11 15 25 30 36 39 }
{ 1 8 9 11 15 25 31 36 38 }
{ 1 8 9 11 15 25 32 36 38 }
{ 1 8 9 11 15 25 33 36 38 }
{ 1 8 9 11 15 25 34 36 38 }
{ 1 8 9 11 15 25 36 38 39 }
{ 1 8 9 11 15 26 27 29 36 }
{ 1 8 9 11 15 26 27 30 36 }
{ 1 8 9 11 15 26 27 36 38 }
{ 1 8 9 11 15 27 28 29 36 }
{ 1 8 9 11 15 27 28 30 36 }
{ 1 8 9 11 15 27 28 36 38 }
{ 1 8 9 11 15 27 29 31 36 }
{ 1 8 9 11 15 27 29 32 36 }
{ 1 8 9 11 15 27 29 33 36 }
{ 1 8 9 11 15 27 29 34 36 }
{ 1 8 9 11 15 27 29 36 39 }
{ 1 8 9 11 15 27 30 31 36 }
{ 1 8 9 11 15 27 30 32 36 }
{ 1 8 9 11 15 27 30 33 36 }
{ 1 8 9 11 15 27 30 34 36 }
{ 1 8 9 11 15 27 30 36 39 }
{ 1 8 9 11 15 27 31 36 38 }
{ 1 8 9 11 15 27 32 36 38 }
{ 1 8 9 11 15 27 33 36 38 }
{ 1 8 9 11 15 27 34 36 38 }
{ 1 8 9 11 15 27 36 38 39 }
{ 1 8 9 12 13 15 18 21 36 }
{ 1 8 9 12 13 15 18 29 36 }
{ 1 8 9 12 13 15 18 30 36 }
{ 1 8 9 12 13 15 18 36 38 }
{ 1 8 9 12 13 15 19 20 36 }
{ 1 8 9 12 13 15 19 22 36 }
{ 1 8 9 12 13 15 19 23 36 }
{ 1 8 9 12 13 15 19 24 36 }
{ 1 8 9 12 13 15 19 26 36 }
{ 1 8 9 12 13 15 19 28 36 }
{ 1 8 9 12 13 15 19 31 36 }
{ 1 8 9 12 13 15 19 32 36 }
{ 1 8 9 12 13 15 19 33 36 }
{ 1 8 9 12 13 15 19 34 36 }
{ 1 8 9 12 13 15 19 36 39 }
{ 1 8 9 12 13 15 20 21 36 }
{ 1 8 9 12 13 15 20 29 36 }
{ 1 8 9 12 13 15 20 30 36 }
{ 1 8 9 12 13 15 20 36 38 }
{ 1 8 9 12 13 15 21 22 36 }
{ 1 8 9 12 13 15 21 23 36 }
{ 1 8 9 12 13 15 21 24 36 }
{ 1 8 9 12 13 15 21 26 36 }
{ 1 8 9 12 13 15 21 28 36 }
{ 1 8 9 12 13 15 21 31 36 }
{ 1 8 9 12 13 15 21 32 36 }
{ 1 8 9 12 13 15 21 33 36 }
{ 1 8 9 12 13 15 21 34 36 }
{ 1 8 9 12 13 15 21 36 39 }
{ 1 8 9 12 13 15 22 29 36 }
{ 1 8 9 12 13 15 22 30 36 }
{ 1 8 9 12 13 15 22 36 38 }
{ 1 8 9 12 13 15 23 29 36 }
{ 1 8 9 12 13 15 23 30 36 }
{ 1 8 9 12 13 15 23 36 38 }
{ 1 8 9 12 13 15 24 29 36 }
{ 1 8 9 12 13 15 24 30 36 }
{ 1 8 9 12 13 15 24 36 38 }
{ 1 8 9 12 13 15 26 29 36 }
{ 1 8 9 12 13 15 26 30 36 }
{ 1 8 9 12 13 15 26 36 38 }
{ 1 8 9 12 13 15 28 29 36 }
{ 1 8 9 12 13 15 28 30 36 }
{ 1 8 9 12 13 15 28 36 38 }
{ 1 8 9 12 13 15 29 31 36 }
{ 1 8 9 12 13 15 29 32 36 }
{ 1 8 9 12 13 15 29 33 36 }
{ 1 8 9 12 13 15 29 34 36 }
{ 1 8 9 12 13 15 29 36 39 }
{ 1 8 9 12 13 15 30 31 36 }
{ 1 8 9 12 13 15 30 32 36 }
{ 1 8 9 12 13 15 30 33 36 }
{ 1 8 9 12 13 15 30 34 36 }
{ 1 8 9 12 13 15 30 36 39 }
{ 1 8 9 12 13 15 31 36 38 }
{ 1 8 9 12 13 15 32 36 38 }
{ 1 8 9 12 13 15 33 36 38 }
{ 1 8 9 12 13 15 34 36 38 }
{ 1 8 9 12 13 15 36 38 39 }
{ 1 8 9 12 15 18 21 35 36 }
{ 1 8 9 12 15 18 29 35 36 }
{ 1 8 9 12 15 18 30 35 36 }
{ 1 8 9 12 15 18 35 36 38 }
{ 1 8 9 12 15 19 20 35 36 }
{ 1 8 9 12 15 19 22 35 36 }
{ 1 8 9 12 15 19 23 35 36 }
{ 1 8 9 12 15 19 24 35 36 }
{ 1 8 9 12 15 19 26 35 36 }
{ 1 8 9 12 15 19 28 35 36 }
{ 1 8 9 12 15 19 31 35 36 }
{ 1 8 9 12 15 19 32 35 36 }
{ 1 8 9 12 15 19 33 35 36 }
{ 1 8 9 12 15 19 34 35 36 }
{ 1 8 9 12 15 19 35 36 39 }
{ 1 8 9 12 15 20 21 35 36 }
{ 1 8 9 12 15 20 29 35 36 }
{ 1 8 9 12 15 20 30 35 36 }
{ 1 8 9 12 15 20 35 36 38 }
{ 1 8 9 12 15 21 22 35 36 }
{ 1 8 9 12 15 21 23 35 36 }
{ 1 8 9 12 15 21 24 35 36 }
{ 1 8 9 12 15 21 26 35 36 }
{ 1 8 9 12 15 21 28 35 36 }
{ 1 8 9 12 15 21 31 35 36 }
{ 1 8 9 12 15 21 32 35 36 }
{ 1 8 9 12 15 21 33 35 36 }
{ 1 8 9 12 15 21 34 35 36 }
{ 1 8 9 12 15 21 35 36 39 }
{ 1 8 9 12 15 22 29 35 36 }
{ 1 8 9 12 15 22 30 35 36 }
{ 1 8 9 12 15 22 35 36 38 }
{ 1 8 9 12 15 23 29 35 36 }
{ 1 8 9 12 15 23 30 35 36 }
{ 1 8 9 12 15 23 35 36 38 }
{ 1 8 9 12 15 24 29 35 36 }
{ 1 8 9 12 15 24 30 35 36 }
{ 1 8 9 12 15 24 35 36 38 }
{ 1 8 9 12 15 26 29 35 36 }
{ 1 8 9 12 15 26 30 35 36 }
{ 1 8 9 12 15 26 35 36 38 }
{ 1 8 9 12 15 28 29 35 36 }
{ 1 8 9 12 15 28 30 35 36 }
{ 1 8 9 12 15 28 35 36 38 }
{ 1 8 9 12 15 29 31 35 36 }
{ 1 8 9 12 15 29 32 35 36 }
{ 1 8 9 12 15 29 33 35 36 }
{ 1 8 9 12 15 29 34 35 36 }
{ 1 8 9 12 15 29 35 36 39 }
{ 1 8 9 12 15 30 31 35 36 }
{ 1 8 9 12 15 30 32 35 36 }
{ 1 8 9 12 15 30 33 35 36 }
{ 1 8 9 12 15 30 34 35 36 }
{ 1 8 9 12 15 30 35 36 39 }
{ 1 8 9 12 15 31 35 36 38 }
{ 1 8 9 12 15 32 35 36 38 }
{ 1 8 9 12 15 33 35 36 38 }
{ 1 8 9 12 15 34 35 36 38 }
{ 1 8 9 12 15 35 36 38 39 }
{ 1 8 9 13 15 18 21 25 36 }
{ 1 8 9 13 15 18 21 27 36 }
{ 1 8 9 13 15 18 25 29 36 }
{ 1 8 9 13 15 18 25 30 36 }
{ 1 8 9 13 15 18 25 36 38 }
{ 1 8 9 13 15 18 27 29 36 }
{ 1 8 9 13 15 18 27 30 36 }
{ 1 8 9 13 15 18 27 36 38 }
{ 1 8 9 13 15 19 20 25 36 }
{ 1 8 9 13 15 19 20 27 36 }
{ 1 8 9 13 15 19 22 25 36 }
{ 1 8 9 13 15 19 22 27 36 }
{ 1 8 9 13 15 19 23 25 36 }
{ 1 8 9 13 15 19 23 27 36 }
{ 1 8 9 13 15 19 24 25 36 }
{ 1 8 9 13 15 19 24 27 36 }
{ 1 8 9 13 15 19 25 26 36 }
{ 1 8 9 13 15 19 25 28 36 }
{ 1 8 9 13 15 19 25 31 36 }
{ 1 8 9 13 15 19 25 32 36 }
{ 1 8 9 13 15 19 25 33 36 }
{ 1 8 9 13 15 19 25 34 36 }
{ 1 8 9 13 15 19 25 36 39 }
{ 1 8 9 13 15 19 26 27 36 }
{ 1 8 9 13 15 19 27 28 36 }
{ 1 8 9 13 15 19 27 31 36 }
{ 1 8 9 13 15 19 27 32 36 }
{ 1 8 9 13 15 19 27 33 36 }
{ 1 8 9 13 15 19 27 34 36 }
{ 1 8 9 13 15 19 27 36 39 }
{ 1 8 9 13 15 20 21 25 36 }
{ 1 8 9 13 15 20 21 27 36 }
{ 1 8 9 13 15 20 25 29 36 }
{ 1 8 9 13 15 20 25 30 36 }
{ 1 8 9 13 15 20 25 36 38 }
{ 1 8 9 13 15 20 27 29 36 }
{ 1 8 9 13 15 20 27 30 36 }
{ 1 8 9 13 15 20 27 36 38 }
{ 1 8 9 13 15 21 22 25 36 }
{ 1 8 9 13 15 21 22 27 36 }
{ 1 8 9 13 15 21 23 25 36 }
{ 1 8 9 13 15 21 23 27 36 }
{ 1 8 9 13 15 21 24 25 36 }
{ 1 8 9 13 15 21 24 27 36 }
{ 1 8 9 13 15 21 25 26 36 }
{ 1 8 9 13 15 21 25 28 36 }
{ 1 8 9 13 15 21 25 31 36 }
{ 1 8 9 13 15 21 25 32 36 }
{ 1 8 9 13 15 21 25 33 36 }
{ 1 8 9 13 15 21 25 34 36 }
{ 1 8 9 13 15 21 25 36 39 }
{ 1 8 9 13 15 21 26 27 36 }
{ 1 8 9 13 15 21 27 28 36 }
{ 1 8 9 13 15 21 27 31 36 }
{ 1 8 9 13 15 21 27 32 36 }
{ 1 8 9 13 15 21 27 33 36 }
{ 1 8 9 13 15 21 27 34 36 }
{ 1 8 9 13 15 21 27 36 39 }
{ 1 8 9 13 15 22 25 29 36 }
{ 1 8 9 13 15 22 25 30 36 }
{ 1 8 9 13 15 22 25 36 38 }
{ 1 8 9 13 15 22 27 29 36 }
{ 1 8 9 13 15 22 27 30 36 }
{ 1 8 9 13 15 22 27 36 38 }
{ 1 8 9 13 15 23 25 29 36 }
{ 1 8 9 13 15 23 25 30 36 }
{ 1 8 9 13 15 23 25 36 38 }
{ 1 8 9 13 15 23 27 29 36 }
{ 1 8 9 13 15 23 27 30 36 }
{ 1 8 9 13 15 23 27 36 38 }
{ 1 8 9 13 15 24 25 29 36 }
{ 1 8 9 13 15 24 25 30 36 }
{ 1 8 9 13 15 24 25 36 38 }
{ 1 8 9 13 15 24 27 29 36 }
{ 1 8 9 13 15 24 27 30 36 }
{ 1 8 9 13 15 24 27 36 38 }
{ 1 8 9 13 15 25 26 29 36 }
{ 1 8 9 13 15 25 26 30 36 }
{ 1 8 9 13 15 25 26 36 38 }
{ 1 8 9 13 15 25 28 29 36 }
{ 1 8 9 13 15 25 28 30 36 }
{ 1 8 9 13 15 25 28 36 38 }
{ 1 8 9 13 15 25 29 31 36 }
{ 1 8 9 13 15 25 29 32 36 }
{ 1 8 9 13 15 25 29 33 36 }
{ 1 8 9 13 15 25 29 34 36 }
{ 1 8 9 13 15 25 29 36 39 }
{ 1 8 9 13 15 25 30 31 36 }
{ 1 8 9 13 15 25 30 32 36 }
{ 1 8 9 13 15 25 30 33 36 }
{ 1 8 9 13 15 25 30 34 36 }
{ 1 8 9 13 15 25 30 36 39 }
{ 1 8 9 13 15 25 31 36 38 }
{ 1 8 9 13 15 25 32 36 38 }
{ 1 8 9 13 15 25 33 36 38 }
{ 1 8 9 13 15 25 34 36 38 }
{ 1 8 9 13 15 25 36 38 39 }
{ 1 8 9 13 15 26 27 29 36 }
{ 1 8 9 13 15 26 27 30 36 }
{ 1 8 9 13 15 26 27 36 38 }
{ 1 8 9 13 15 27 28 29 36 }
{ 1 8 9 13 15 27 28 30 36 }
{ 1 8 9 13 15 27 28 36 38 }
{ 1 8 9 13 15 27 29 31 36 }
{ 1 8 9 13 15 27 29 32 36 }
{ 1 8 9 13 15 27 29 33 36 }
{ 1 8 9 13 15 27 29 34 36 }
{ 1 8 9 13 15 27 29 36 39 }
{ 1 8 9 13 15 27 30 31 36 }
{ 1 8 9 13 15 27 30 32 36 }
{ 1 8 9 13 15 27 30 33 36 }
{ 1 8 9 13 15 27 30 34 36 }
{ 1 8 9 13 15 27 30 36 39 }
{ 1 8 9 13 15 27 31 36 38 }
{ 1 8 9 13 15 27 32 36 38 }
{ 1 8 9 13 15 27 33 36 38 }
{ 1 8 9 13 15 27 34 36 38 }
{ 1 8 9 13 15 27 36 38 39 }
{ 1 8 9 14 15 18 21 35 36 }
{ 1 8 9 14 15 18 29 35 36 }
{ 1 8 9 14 15 18 30 35 36 }
{ 1 8 9 14 15 18 35 36 38 }
{ 1 8 9 14 15 19 20 35 36 }
{ 1 8 9 14 15 19 22 35 36 }
{ 1 8 9 14 15 19 23 35 36 }
{ 1 8 9 14 15 19 24 35 36 }
{ 1 8 9 14 15 19 26 35 36 }
{ 1 8 9 14 15 19 28 35 36 }
{ 1 8 9 14 15 19 31 35 36 }
{ 1 8 9 14 15 19 32 35 36 }
{ 1 8 9 14 15 19 33 35 36 }
{ 1 8 9 14 15 19 34 35 36 }
{ 1 8 9 14 15 19 35 36 39 }
{ 1 8 9 14 15 20 21 35 36 }
{ 1 8 9 14 15 20 29 35 36 }
{ 1 8 9 14 15 20 30 35 36 }
{ 1 8 9 14 15 20 35 36 38 }
{ 1 8 9 14 15 21 22 35 36 }
{ 1 8 9 14 15 21 23 35 36 }
{ 1 8 9 14 15 21 24 35 36 }
{ 1 8 9 14 15 21 26 35 36 }
{ 1 8 9 14 15 21 28 35 36 }
{ 1 8 9 14 15 21 31 35 36 }
{ 1 8 9 14 15 21 32 35 36 }
{ 1 8 9 14 15 21 33 35 36 }
{ 1 8 9 14 15 21 34 35 36 }
{ 1 8 9 14 15 21 35 36 39 }
{ 1 8 9 14 15 22 29 35 36 }
{ 1 8 9 14 15 22 30 35 36 }
{ 1 8 9 14 15 22 35 36 38 }
{ 1 8 9 14 15 23 29 35 36 }
{ 1 8 9 14 15 23 30 35 36 }
{ 1 8 9 14 15 23 35 36 38 }
{ 1 8 9 14 15 24 29 35 36 }
{ 1 8 9 14 15 24 30 35 36 }
{ 1 8 9 14 15 24 35 36 38 }
{ 1 8 9 14 15 26 29 35 36 }
{ 1 8 9 14 15 26 30 35 36 }
{ 1 8 9 14 15 26 35 36 38 }
{ 1 8 9 14 15 28 29 35 36 }
{ 1 8 9 14 15 28 30 35 36 }
{ 1 8 9 14 15 28 35 36 38 }
{ 1 8 9 14 15 29 31 35 36 }
{ 1 8 9 14 15 29 32 35 36 }
{ 1 8 9 14 15 29 33 35 36 }
{ 1 8 9 14 15 29 34 35 36 }
{ 1 8 9 14 15 29 35 36 39 }
{ 1 8 9 14 15 30 31 35 36 }
{ 1 8 9 14 15 30 32 35 36 }
{ 1 8 9 14 15 30 33 35 36 }
{ 1 8 9 14 15 30 34 35 36 }
{ 1 8 9 14 15 30 35 36 39 }
{ 1 8 9 14 15 31 35 36 38 }
{ 1 8 9 14 15 32 35 36 38 }
{ 1 8 9 14 15 33 35 36 38 }
{ 1 8 9 14 15 34 35 36 38 }
{ 1 8 9 14 15 35 36 38 39 }
{ 1 8 9 15 18 21 25 35 36 }
{ 1 8 9 15 18 21 27 35 36 }
{ 1 8 9 15 18 25 29 35 36 }
{ 1 8 9 15 18 25 30 35 36 }
{ 1 8 9 15 18 25 35 36 38 }
{ 1 8 9 15 18 27 29 35 36 }
{ 1 8 9 15 18 27 30 35 36 }
{ 1 8 9 15 18 27 35 36 38 }
{ 1 8 9 15 19 20 25 35 36 }
{ 1 8 9 15 19 20 27 35 36 }
{ 1 8 9 15 19 22 25 35 36 }
{ 1 8 9 15 19 22 27 35 36 }
{ 1 8 9 15 19 23 25 35 36 }
{ 1 8 9 15 19 23 27 35 36 }
{ 1 8 9 15 19 24 25 35 36 }
{ 1 8 9 15 19 24 27 35 36 }
{ 1 8 9 15 19 25 26 35 36 }
{ 1 8 9 15 19 25 28 35 36 }
{ 1 8 9 15 19 25 31 35 36 }
{ 1 8 9 15 19 25 32 35 36 }
{ 1 8 9 15 19 25 33 35 36 }
{ 1 8 9 15 19 25 34 35 36 }
{ 1 8 9 15 19 25 35 36 39 }
{ 1 8 9 15 19 26 27 35 36 }
{ 1 8 9 15 19 27 28 35 36 }
{ 1 8 9 15 19 27 31 35 36 }
{ 1 8 9 15 19 27 32 35 36 }
{ 1 8 9 15 19 27 33 35 36 }
{ 1 8 9 15 19 27 34 35 36 }
{ 1 8 9 15 19 27 35 36 39 }
{ 1 8 9 15 20 21 25 35 36 }
{ 1 8 9 15 20 21 27 35 36 }
{ 1 8 9 15 20 25 29 35 36 }
{ 1 8 9 15 20 25 30 35 36 }
{ 1 8 9 15 20 25 35 36 38 }
{ 1 8 9 15 20 27 29 35 36 }
{ 1 8 9 15 20 27 30 35 36 }
{ 1 8 9 15 20 27 35 36 38 }
{ 1 8 9 15 21 22 25 35 36 }
{ 1 8 9 15 21 22 27 35 36 }
{ 1 8 9 15 21 23 25 35 36 }
{ 1 8 9 15 21 23 27 35 36 }
{ 1 8 9 15 21 24 25 35 36 }
{ 1 8 9 15 21 24 27 35 36 }
{ 1 8 9 15 21 25 26 35 36 }
{ 1 8 9 15 21 25 28 35 36 }
{ 1 8 9 15 21 25 31 35 36 }
{ 1 8 9 15 21 25 32 35 36 }
{ 1 8 9 15 21 25 33 35 36 }
{ 1 8 9 15 21 25 34 35 36 }
{ 1 8 9 15 21 25 35 36 39 }
{ 1 8 9 15 21 26 27 35 36 }
{ 1 8 9 15 21 27 28 35 36 }
{ 1 8 9 15 21 27 31 35 36 }
{ 1 8 9 15 21 27 32 35 36 }
{ 1 8 9 15 21 27 33 35 36 }
{ 1 8 9 15 21 27 34 35 36 }
{ 1 8 9 15 21 27 35 36 39 }
{ 1 8 9 15 22 25 29 35 36 }
{ 1 8 9 15 22 25 30 35 36 }
{ 1 8 9 15 22 25 35 36 38 }
{ 1 8 9 15 22 27 29 35 36 }
{ 1 8 9 15 22 27 30 35 36 }
{ 1 8 9 15 22 27 35 36 38 }
{ 1 8 9 15 23 25 29 35 36 }
{ 1 8 9 15 23 25 30 35 36 }
{ 1 8 9 15 23 25 35 36 38 }
{ 1 8 9 15 23 27 29 35 36 }
{ 1 8 9 15 23 27 30 35 36 }
{ 1 8 9 15 23 27 35 36 38 }
{ 1 8 9 15 24 25 29 35 36 }
{ 1 8 9 15 24 25 30 35 36 }
{ 1 8 9 15 24 25 35 36 38 }
{ 1 8 9 15 24 27 29 35 36 }
{ 1 8 9 15 24 27 30 35 36 }
{ 1 8 9 15 24 27 35 36 38 }
{ 1 8 9 15 25 26 29 35 36 }
{ 1 8 9 15 25 26 30 35 36 }
{ 1 8 9 15 25 26 35 36 38 }
{ 1 8 9 15 25 28 29 35 36 }
{ 1 8 9 15 25 28 30 35 36 }
{ 1 8 9 15 25 28 35 36 38 }
{ 1 8 9 15 25 29 31 35 36 }
{ 1 8 9 15 25 29 32 35 36 }
{ 1 8 9 15 25 29 33 35 36 }
{ 1 8 9 15 25 29 34 35 36 }
{ 1 8 9 15 25 29 35 36 39 }
{ 1 8 9 15 25 30 31 35 36 }
{ 1 8 9 15 25 30 32 35 36 }
{ 1 8 9 15 25 30 33 35 36 }
{ 1 8 9 15 25 30 34 35 36 }
{ 1 8 9 15 25 30 35 36 39 }
{ 1 8 9 15 25 31 35 36 38 }
{ 1 8 9 15 25 32 35 36 38 }
{ 1 8 9 15 25 33 35 36 38 }
{ 1 8 9 15 25 34 35 36 38 }
{ 1 8 9 15 25 35 36 38 39 }
{ 1 8 9 15 26 27 29 35 36 }
{ 1 8 9 15 26 27 30 35 36 }
{ 1 8 9 15 26 27 35 36 38 }
{ 1 8 9 15 27 28 29 35 36 }
{ 1 8 9 15 27 28 30 35 36 }
{ 1 8 9 15 27 28 35 36 38 }
{ 1 8 9 15 27 29 31 35 36 }
{ 1 8 9 15 27 29 32 35 36 }
{ 1 8 9 15 27 29 33 35 36 }
{ 1 8 9 15 27 29 34 35 36 }
{ 1 8 9 15 27 29 35 36 39 }
{ 1 8 9 15 27 30 31 35 36 }
{ 1 8 9 15 27 30 32 35 36 }
{ 1 8 9 15 27 30 33 35 36 }
{ 1 8 9 15 27 30 34 35 36 }
{ 1 8 9 15 27 30 35 36 39 }
{ 1 8 9 15 27 31 35 36 38 }
{ 1 8 9 15 27 32 35 36 38 }
{ 1 8 9 15 27 33 35 36 38 }
{ 1 8 9 15 27 34 35 36 38 }
{ 1 8 9 15 27 35 36 38 39 }
