"file","line","m"
"MED2CA_BA_B.dat",2700001,14200001
"MED2CA_AB_A.dat",2800001,14200001
"MED2CA_BA_B.dat",2800001,14200001
"MED2CA_AB_A.dat",2900001,14200001
"MED2CA_BA_B.dat",2900001,14200001
"MED2CA_AB_A.dat",3000001,14200001
"MED2CA_BA_B.dat",3000001,14200001
"MED2CA_AB_A.dat",3100001,14200001
"MED2CA_BA_B.dat",3100001,14200001
"MED2CA_AB_A.dat",3200001,14200001
"MED2CA_BA_B.dat",3200001,14200001
"MED2CA_AB_A.dat",3300001,14200001
"MED2CA_BA_B.dat",3300001,14200001
"MED2CA_AB_A.dat",3400001,14200001
"MED2CA_BA_B.dat",3400001,14200001
"MED2CA_AB_A.dat",3500001,14200001
"MED2CA_BA_B.dat",3500001,14200001
"MED2CA_AB_A.dat",3600001,14200001
"MED2CA_BA_B.dat",3600001,14200001
"MED2CA_AB_A.dat",3700001,14200001
"MED2CA_BA_B.dat",3700001,14200001
"MED2CA_AB_A.dat",3800001,14200001
"MED2CA_BA_B.dat",3800001,14200001
"MED2CA_AB_A.dat",3900001,14200001
"MED2CA_BA_B.dat",3900001,14200001
"MED2CA_AB_A.dat",4000001,14200001
"MED2CA_BA_B.dat",4000001,14200001
"MED2CA_AB_A.dat",4100001,14200001
"MED2CA_BA_B.dat",4100001,14200001
"MED2CA_AB_A.dat",4200001,14200001
"MED2CA_BA_B.dat",4200001,14200001
"MED2CA_AB_A.dat",4300001,14200001
"MED2CA_BA_B.dat",4300001,14200001
"MED2CA_AB_A.dat",4400001,14200001
"MED2CA_BA_B.dat",4400001,14200001
"MED2CA_AB_A.dat",4500001,14200001
"MED2CA_BA_B.dat",4500001,14200001
"MED2CA_AB_A.dat",4600001,14200001
"MED2CA_BA_B.dat",4600001,14200001
"MED2CA_AB_A.dat",4700001,14200001
"MED2CA_BA_B.dat",4700001,14200001
"MED2CA_AB_A.dat",4800001,14200001
"MED2CA_BA_B.dat",4800001,14200001
"MED2CA_AB_A.dat",4900001,14200001
"MED2CA_BA_B.dat",4900001,14200001
"MED2CA_AB_A.dat",5000001,14200001
"MED2CA_BA_B.dat",5000001,14200001
"MED2CA_AB_A.dat",5100001,14200001
"MED2CA_BA_B.dat",5100001,14200001
"MED2CA_AB_A.dat",5200001,14200001
"MED2CA_BA_B.dat",5200001,14200001
"MED2CA_AB_A.dat",5300001,14200001
"MED2CA_BA_B.dat",5300001,14200001
"MED2CA_AB_A.dat",5400001,14200001
"MED2CA_BA_B.dat",5400001,14200001
"MED2CA_AB_A.dat",5500001,14200001
"MED2CA_BA_B.dat",5500001,14200001
"MED2CA_AB_A.dat",5600001,14200001
"MED2CA_BA_B.dat",5600001,14200001
"MED2CA_AB_A.dat",5700001,14200001
"MED2CA_BA_B.dat",5700001,14200001
"MED2CA_AB_A.dat",5800001,14200001
"MED2CA_BA_B.dat",5800001,14200001
"MED2CA_AB_A.dat",5900001,14200001
"MED2CA_BA_B.dat",5900001,14200001
"MED2CA_AB_A.dat",6000001,14200001
"MED2CA_BA_B.dat",6000001,14200001
"MED2CA_AB_A.dat",6100001,14200001
"MED2CA_BA_B.dat",6100001,14200001
"MED2CA_AB_A.dat",6200001,14200001
"MED2CA_BA_B.dat",6200001,14200001
"MED2CA_AB_A.dat",6300001,14200001
"MED2CA_BA_B.dat",6300001,14200001
"MED2CA_AB_A.dat",6400001,14200001
"MED2CA_BA_B.dat",6400001,14200001
"MED2CA_AB_A.dat",6500001,14200001
"MED2CA_BA_B.dat",6500001,14200001
"MED2CA_AB_A.dat",6600001,14200001
"MED2CA_BA_B.dat",6600001,14200001
"MED2CA_AB_A.dat",6700001,14200001
"MED2CA_BA_B.dat",6700001,14200001
"MED2CA_AB_A.dat",6800001,14200001
"MED2CA_BA_B.dat",6800001,14200001
"MED2CA_AB_A.dat",6900001,14200001
"MED2CA_BA_B.dat",6900001,14200001
"MED2CA_AB_A.dat",7000001,14200001
"MED2CA_BA_B.dat",7000001,14200001
"MED2CA_AB_A.dat",7100001,14200001
"MED2CA_BA_B.dat",7100001,14200001
"MED2CA_AB_A.dat",7200001,14200001
"MED2CA_BA_B.dat",7200001,14200001
"MED2CA_AB_A.dat",7300001,14200001
"MED2CA_BA_B.dat",7300001,14200001
"MED2CA_AB_A.dat",7400001,14200001
"MED2CA_BA_B.dat",7400001,14200001
"MED2CA_AB_A.dat",7500001,14200001
"MED2CA_BA_B.dat",7500001,14200001
"MED2CA_AB_A.dat",7600001,14200001
"MED2CA_BA_B.dat",7600001,14200001
"MED2CA_AB_A.dat",7700001,14200001
"MED2CA_BA_B.dat",7700001,14200001
"MED2CA_AB_A.dat",7800001,14200001
"MED2CA_BA_B.dat",7800001,14200001
"MED2CA_AB_A.dat",7900001,14200001
"MED2CA_BA_B.dat",7900001,14200001
"MED2CA_AB_A.dat",8000001,14200001
"MED2CA_BA_B.dat",8000001,14200001
"MED2CA_AB_A.dat",8100001,14200001
"MED2CA_BA_B.dat",8100001,14200001
"MED2CA_AB_A.dat",8200001,14200001
"MED2CA_BA_B.dat",8200001,14200001
"MED2CA_AB_A.dat",8300001,14200001
"MED2CA_BA_B.dat",8300001,14200001
"MED2CA_AB_A.dat",8400001,14200001
"MED2CA_BA_B.dat",8400001,14200001
"MED2CA_AB_A.dat",8500001,14200001
"MED2CA_BA_B.dat",8500001,14200001
"MED2CA_AB_A.dat",8600001,14200001
"MED2CA_BA_B.dat",8600001,14200001
"MED2CA_AB_A.dat",8700001,14200001
"MED2CA_BA_B.dat",8700001,14200001
"MED2CA_AB_A.dat",8800001,14200001
"MED2CA_BA_B.dat",8800001,14200001
"MED2CA_AB_A.dat",8900001,14200001
"MED2CA_BA_B.dat",8900001,14200001
"MED2CA_AB_A.dat",9000001,14200001
"MED2CA_BA_B.dat",9000001,14200001
"MED2CA_AB_A.dat",9100001,14200001
"MED2CA_BA_B.dat",9100001,14200001
"MED2CA_AB_A.dat",9200001,14200001
"MED2CA_BA_B.dat",9200001,14200001
"MED2CA_AB_A.dat",9300001,14200001
"MED2CA_BA_B.dat",9300001,14200001
"MED2CA_AB_A.dat",9400001,14200001
"MED2CA_BA_B.dat",9400001,14200001
"MED2CA_AB_A.dat",9500001,14200001
"MED2CA_BA_B.dat",9500001,14200001
"MED2CA_AB_A.dat",9600001,14200001
"MED2CA_BA_B.dat",9600001,14200001
"MED2CA_AB_A.dat",9700001,14200001
"MED2CA_BA_B.dat",9700001,14200001
"MED2CA_AB_A.dat",9800001,14200001
"MED2CA_BA_B.dat",9800001,14200001
"MED2CA_AB_A.dat",9900001,14200001
"MED2CA_BA_B.dat",9900001,14200001
"MED2CA_AB_A.dat",10000001,14200001
"MED2CA_BA_B.dat",10000001,14200001
"MED2CA_AB_A.dat",10100001,14200001
"MED2CA_BA_B.dat",10100001,14200001
"MED2CA_AB_A.dat",10200001,14200001
"MED2CA_BA_B.dat",10200001,14200001
"MED2CA_AB_A.dat",10300001,14200001
"MED2CA_BA_B.dat",10300001,14200001
"MED2CA_AB_A.dat",10400001,14200001
"MED2CA_BA_B.dat",10400001,14200001
"MED2CA_AB_A.dat",10500001,14200001
"MED2CA_BA_B.dat",10500001,14200001
"MED2CA_AB_A.dat",10600001,14200001
"MED2CA_BA_B.dat",10600001,14200001
"MED2CA_AB_A.dat",10700001,14200001
"MED2CA_BA_B.dat",10700001,14200001
"MED2CA_AB_A.dat",10800001,14200001
"MED2CA_BA_B.dat",10800001,14200001
"MED2CA_AB_A.dat",10900001,14200001
"MED2CA_BA_B.dat",10900001,14200001
"MED2CA_AB_A.dat",11000001,14200001
"MED2CA_BA_B.dat",11000001,14200001
"MED2CA_AB_A.dat",11100001,14200001
"MED2CA_BA_B.dat",11100001,14200001
"MED2CA_AB_A.dat",11200001,14200001
"MED2CA_BA_B.dat",11200001,14200001
"MED2CA_AB_A.dat",11300001,14200001
"MED2CA_BA_B.dat",11300001,14200001
"MED2CA_AB_A.dat",11400001,14200001
"MED2CA_BA_B.dat",11400001,14200001
"MED2CA_AB_A.dat",11500001,14200001
"MED2CA_BA_B.dat",11500001,14200001
"MED2CA_AB_A.dat",11600001,14200001
"MED2CA_BA_B.dat",11600001,14200001
"MED2CA_AB_A.dat",11700001,14200001
"MED2CA_BA_B.dat",11700001,14200001
"MED2CA_AB_A.dat",11800001,14200001
"MED2CA_BA_B.dat",11800001,14200001
"MED2CA_AB_A.dat",11900001,14200001
"MED2CA_BA_B.dat",11900001,14200001
"MED2CA_AB_A.dat",12000001,14200001
"MED2CA_BA_B.dat",12000001,14200001
"MED2CA_AB_A.dat",12100001,14200001
"MED2CA_BA_B.dat",12100001,14200001
"MED2CA_AB_A.dat",12200001,14200001
"MED2CA_BA_B.dat",12200001,14200001
"MED2CA_AB_A.dat",12300001,14200001
"MED2CA_BA_B.dat",12300001,14200001
"MED2CA_AB_A.dat",12400001,14200001
"MED2CA_BA_B.dat",12400001,14200001
"MED2CA_AB_A.dat",12500001,14200001
"MED2CA_BA_B.dat",12500001,14200001
"MED2CA_AB_A.dat",12600001,14200001
"MED2CA_BA_B.dat",12600001,14200001
"MED2CA_AB_A.dat",12700001,14200001
"MED2CA_BA_B.dat",12700001,14200001
"MED2CA_AB_A.dat",12800001,14200001
"MED2CA_BA_B.dat",12800001,14200001
"MED2CA_AB_A.dat",12900001,14200001
"MED2CA_BA_B.dat",12900001,14200001
"MED2CA_AB_A.dat",13000001,14200001
"MED2CA_BA_B.dat",13000001,14200001
"MED2CA_AB_A.dat",13100001,14200001
"MED2CA_BA_B.dat",13100001,14200001
"MED2CA_AB_A.dat",13200001,14200001
"MED2CA_BA_B.dat",13200001,14200001
"MED2CA_AB_A.dat",13300001,14200001
"MED2CA_BA_B.dat",13300001,14200001
"MED2CA_AB_A.dat",13400001,14200001
"MED2CA_BA_B.dat",13400001,14200001
"MED2CA_AB_A.dat",13500001,14200001
"MED2CA_BA_B.dat",13500001,14200001
"MED2CA_AB_A.dat",13600001,14200001
"MED2CA_BA_B.dat",13600001,14200001
"MED2CA_AB_A.dat",13700001,14200001
"MED2CA_BA_B.dat",13700001,14200001
"MED2CA_AB_A.dat",13800001,14200001
"MED2CA_BA_B.dat",13800001,14200001
"MED2CA_AB_A.dat",13900001,14200001
"MED2CA_BA_B.dat",13900001,14200001
"MED2CA_AB_A.dat",14000001,14200001
"MED2CA_BA_B.dat",14000001,14200001
"MED2CA_AB_A.dat",14100001,14200001
"MED2CA_BA_B.dat",14100001,14200001
"MED2CA_AB_A.dat",14200001,14200001
"MED2CA_BA_B.dat",14200001,14200001
"MIQ2OP_z-bi_all.dat",1,16900001
"MIQ2OP_z-bi_all.dat",100001,16900001
"MIQ2OP_z-bi_all.dat",200001,16900001
"MIQ2OP_z-bi_all.dat",300001,16900001
"MIQ2OP_z-bi_all.dat",400001,16900001
"MIQ2OP_z-bi_all.dat",500001,16900001
"MIQ2OP_z-bi_all.dat",600001,16900001
"MIQ2OP_z-bi_all.dat",700001,16900001
"MIQ2OP_z-bi_all.dat",800001,16900001
"MIQ2OP_z-bi_all.dat",900001,16900001
"MIQ2OP_z-bi_all.dat",1000001,16900001
"MIQ2OP_z-bi_all.dat",1100001,16900001
"MIQ2OP_z-bi_all.dat",1200001,16900001
"MIQ2OP_z-bi_all.dat",1300001,16900001
"MIQ2OP_z-bi_all.dat",1400001,16900001
"MIQ2OP_z-bi_all.dat",1500001,16900001
"MIQ2OP_z-bi_all.dat",1600001,16900001
"MIQ2OP_z-bi_all.dat",1700001,16900001
"MIQ2OP_z-bi_all.dat",1800001,16900001
"MIQ2OP_z-bi_all.dat",1900001,16900001
"MIQ2OP_z-bi_all.dat",2000001,16900001
"MIQ2OP_z-bi_all.dat",2100001,16900001
"MIQ2OP_z-bi_all.dat",2200001,16900001
"MIQ2OP_z-bi_all.dat",2300001,16900001
"MIQ2OP_z-bi_all.dat",2400001,16900001
"MIQ2OP_z-bi_all.dat",2500001,16900001
"MIQ2OP_z-bi_all.dat",2600001,16900001
"MIQ2OP_z-bi_all.dat",2700001,16900001
"MIQ2OP_z-bi_all.dat",2800001,16900001
"MIQ2OP_z-bi_all.dat",2900001,16900001
"MIQ2OP_z-bi_all.dat",3000001,16900001
"MIQ2OP_z-bi_all.dat",3100001,16900001
"MIQ2OP_z-bi_all.dat",3200001,16900001
"MIQ2OP_z-bi_all.dat",3300001,16900001
"MIQ2OP_z-bi_all.dat",3400001,16900001
"MIQ2OP_z-bi_all.dat",3500001,16900001
"MIQ2OP_z-bi_all.dat",3600001,16900001
"MIQ2OP_z-bi_all.dat",3700001,16900001
"MIQ2OP_z-bi_all.dat",3800001,16900001
"MIQ2OP_z-bi_all.dat",3900001,16900001
"MIQ2OP_z-bi_all.dat",4000001,16900001
"MIQ2OP_z-bi_all.dat",4100001,16900001
"MIQ2OP_z-bi_all.dat",4200001,16900001
"MIQ2OP_z-bi_all.dat",4300001,16900001
"MIQ2OP_z-bi_all.dat",4400001,16900001
"MIQ2OP_z-bi_all.dat",4500001,16900001
"MIQ2OP_z-bi_all.dat",4600001,16900001
"MIQ2OP_z-bi_all.dat",4700001,16900001
"MIQ2OP_z-bi_all.dat",4800001,16900001
"MIQ2OP_z-bi_all.dat",4900001,16900001
"MIQ2OP_z-bi_all.dat",5000001,16900001
"MIQ2OP_z-bi_all.dat",5100001,16900001
"MIQ2OP_z-bi_all.dat",5200001,16900001
"MIQ2OP_z-bi_all.dat",5300001,16900001
"MIQ2OP_z-bi_all.dat",5400001,16900001
"MIQ2OP_z-bi_all.dat",5500001,16900001
"MIQ2OP_z-bi_all.dat",5600001,16900001
"MIQ2OP_z-bi_all.dat",5700001,16900001
"MIQ2OP_z-bi_all.dat",5800001,16900001
"MIQ2OP_z-bi_all.dat",5900001,16900001
"MIQ2OP_z-bi_all.dat",6000001,16900001
"MIQ2OP_z-bi_all.dat",6100001,16900001
"MIQ2OP_z-bi_all.dat",6200001,16900001
"MIQ2OP_z-bi_all.dat",6300001,16900001
"MIQ2OP_z-bi_all.dat",6400001,16900001
"MIQ2OP_z-bi_all.dat",6500001,16900001
"MIQ2OP_z-bi_all.dat",6600001,16900001
"MIQ2OP_z-bi_all.dat",6700001,16900001
"MIQ2OP_z-bi_all.dat",6800001,16900001
"MIQ2OP_z-bi_all.dat",6900001,16900001
"MIQ2OP_z-bi_all.dat",7000001,16900001
"MIQ2OP_z-bi_all.dat",7100001,16900001
"MIQ2OP_z-bi_all.dat",7200001,16900001
"MIQ2OP_z-bi_all.dat",7300001,16900001
"MIQ2OP_z-bi_all.dat",7400001,16900001
"MIQ2OP_z-bi_all.dat",7500001,16900001
"MIQ2OP_z-bi_all.dat",7600001,16900001
"MIQ2OP_z-bi_all.dat",7700001,16900001
"MIQ2OP_z-bi_all.dat",7800001,16900001
"MIQ2OP_z-bi_all.dat",7900001,16900001
"MIQ2OP_z-bi_all.dat",8000001,16900001
"MIQ2OP_z-bi_all.dat",8100001,16900001
"MIQ2OP_z-bi_all.dat",8200001,16900001
"MIQ2OP_z-bi_all.dat",8300001,16900001
"MIQ2OP_z-bi_all.dat",8400001,16900001
"MIQ2OP_z-bi_all.dat",8500001,16900001
"MIQ2OP_z-bi_all.dat",8600001,16900001
"MIQ2OP_z-bi_all.dat",8700001,16900001
"MIQ2OP_z-bi_all.dat",8800001,16900001
"MIQ2OP_z-bi_all.dat",8900001,16900001
"MIQ2OP_z-bi_all.dat",9000001,16900001
"MIQ2OP_z-bi_all.dat",9100001,16900001
"MIQ2OP_z-bi_all.dat",9200001,16900001
"MIQ2OP_z-bi_all.dat",9300001,16900001
"MIQ2OP_z-bi_all.dat",9400001,16900001
"MIQ2OP_z-bi_all.dat",9500001,16900001
"MIQ2OP_z-bi_all.dat",9600001,16900001
"MIQ2OP_z-bi_all.dat",9700001,16900001
"MIQ2OP_z-bi_all.dat",9800001,16900001
"MIQ2OP_z-bi_all.dat",9900001,16900001
"MIQ2OP_z-bi_all.dat",10000001,16900001
"MIQ2OP_z-bi_all.dat",10100001,16900001
"MIQ2OP_z-bi_all.dat",10200001,16900001
"MIQ2OP_z-bi_all.dat",10300001,16900001
"MIQ2OP_z-bi_all.dat",10400001,16900001
"MIQ2OP_z-bi_all.dat",10500001,16900001
"MIQ2OP_z-bi_all.dat",10600001,16900001
"MIQ2OP_z-bi_all.dat",10700001,16900001
"MIQ2OP_z-bi_all.dat",10800001,16900001
"MIQ2OP_z-bi_all.dat",10900001,16900001
"MIQ2OP_z-bi_all.dat",11000001,16900001
"MIQ2OP_z-bi_all.dat",11100001,16900001
"MIQ2OP_z-bi_all.dat",11200001,16900001
"MIQ2OP_z-bi_all.dat",11300001,16900001
"MIQ2OP_z-bi_all.dat",11400001,16900001
"MIQ2OP_z-bi_all.dat",11500001,16900001
"MIQ2OP_z-bi_all.dat",11600001,16900001
"MIQ2OP_z-bi_all.dat",11700001,16900001
"MIQ2OP_z-bi_all.dat",11800001,16900001
"MIQ2OP_z-bi_all.dat",11900001,16900001
"MIQ2OP_z-bi_all.dat",12000001,16900001
"MIQ2OP_z-bi_all.dat",12100001,16900001
"MIQ2OP_z-bi_all.dat",12200001,16900001
"MIQ2OP_z-bi_all.dat",12300001,16900001
"MIQ2OP_z-bi_all.dat",12400001,16900001
"MIQ2OP_z-bi_all.dat",12500001,16900001
"MIQ2OP_z-bi_all.dat",12600001,16900001
"MIQ2OP_z-bi_all.dat",12700001,16900001
"MIQ2OP_z-bi_all.dat",12800001,16900001
"MIQ2OP_z-bi_all.dat",12900001,16900001
"MIQ2OP_z-bi_all.dat",13000001,16900001
"MIQ2OP_z-bi_all.dat",13100001,16900001
"MIQ2OP_z-bi_all.dat",13200001,16900001
"MIQ2OP_z-bi_all.dat",13300001,16900001
"MIQ2OP_z-bi_all.dat",13400001,16900001
"MIQ2OP_z-bi_all.dat",13500001,16900001
"MIQ2OP_z-bi_all.dat",13600001,16900001
"MIQ2OP_z-bi_all.dat",13700001,16900001
"MIQ2OP_z-bi_all.dat",13800001,16900001
"MIQ2OP_z-bi_all.dat",13900001,16900001
"MIQ2OP_z-bi_all.dat",14000001,16900001
"MIQ2OP_z-bi_all.dat",14100001,16900001
"MIQ2OP_z-bi_all.dat",14200001,16900001
"MIQ2OP_z-bi_all.dat",14300001,16900001
"MIQ2OP_z-bi_all.dat",14400001,16900001
"MIQ2OP_z-bi_all.dat",14500001,16900001
"MIQ2OP_z-bi_all.dat",14600001,16900001
"MIQ2OP_z-bi_all.dat",14700001,16900001
"MIQ2OP_z-bi_all.dat",14800001,16900001
"MIQ2OP_z-bi_all.dat",14900001,16900001
"MIQ2OP_z-bi_all.dat",15000001,16900001
"MIQ2OP_z-bi_all.dat",15100001,16900001
"MIQ2OP_z-bi_all.dat",15200001,16900001
"MIQ2OP_z-bi_all.dat",15300001,16900001
"MIQ2OP_z-bi_all.dat",15400001,16900001
"MIQ2OP_z-bi_all.dat",15500001,16900001
"MIQ2OP_z-bi_all.dat",15600001,16900001
"MIQ2OP_z-bi_all.dat",15700001,16900001
"MIQ2OP_z-bi_all.dat",15800001,16900001
"MIQ2OP_z-bi_all.dat",15900001,16900001
"MIQ2OP_z-bi_all.dat",16000001,16900001
"MIQ2OP_z-bi_all.dat",16100001,16900001
"MIQ2OP_z-bi_all.dat",16200001,16900001
"MIQ2OP_z-bi_all.dat",16300001,16900001
"MIQ2OP_z-bi_all.dat",16400001,16900001
"MIQ2OP_z-bi_all.dat",16500001,16900001
"MIQ2OP_z-bi_all.dat",16600001,16900001
"MIQ2OP_z-bi_all.dat",16700001,16900001
"MIQ2OP_z-bi_all.dat",16800001,16900001
"MIQ2OP_z-bi_all.dat",16900001,16900001
"MED2CA_weight_A.dat",1,23000001
"MED2CA_weight_B.dat",1,23000001
"MED2CA_weight_A.dat",100001,23000001
"MED2CA_weight_B.dat",100001,23000001
"MED2CA_weight_A.dat",200001,23000001
"MED2CA_weight_B.dat",200001,23000001
"MED2CA_weight_A.dat",300001,23000001
"MED2CA_weight_B.dat",300001,23000001
"MED2CA_weight_A.dat",400001,23000001
"MED2CA_weight_B.dat",400001,23000001
"MED2CA_weight_A.dat",500001,23000001
"MED2CA_weight_B.dat",500001,23000001
"MED2CA_weight_A.dat",600001,23000001
"MED2CA_weight_B.dat",600001,23000001
"MED2CA_weight_A.dat",700001,23000001
"MED2CA_weight_B.dat",700001,23000001
"MED2CA_weight_A.dat",800001,23000001
"MED2CA_weight_B.dat",800001,23000001
"MED2CA_weight_A.dat",900001,23000001
"MED2CA_weight_B.dat",900001,23000001
"MED2CA_weight_A.dat",1000001,23000001
"MED2CA_weight_B.dat",1000001,23000001
"MED2CA_weight_A.dat",1100001,23000001
"MED2CA_weight_B.dat",1100001,23000001
"MED2CA_weight_A.dat",1200001,23000001
"MED2CA_weight_B.dat",1200001,23000001
"MED2CA_weight_A.dat",1300001,23000001
"MED2CA_weight_B.dat",1300001,23000001
"MED2CA_weight_A.dat",1400001,23000001
"MED2CA_weight_B.dat",1400001,23000001
"MED2CA_weight_A.dat",1500001,23000001
"MED2CA_weight_B.dat",1500001,23000001
"MED2CA_weight_A.dat",1600001,23000001
"MED2CA_weight_B.dat",1600001,23000001
"MED2CA_weight_A.dat",1700001,23000001
"MED2CA_weight_B.dat",1700001,23000001
"MED2CA_weight_A.dat",1800001,23000001
"MED2CA_weight_B.dat",1800001,23000001
"MED2CA_weight_A.dat",1900001,23000001
"MED2CA_weight_B.dat",1900001,23000001
"MED2CA_weight_A.dat",2000001,23000001
"MED2CA_weight_B.dat",2000001,23000001
"MED2CA_weight_A.dat",2100001,23000001
"MED2CA_weight_B.dat",2100001,23000001
"MED2CA_weight_A.dat",2200001,23000001
"MED2CA_weight_B.dat",2200001,23000001
"MED2CA_weight_A.dat",2300001,23000001
"MED2CA_weight_B.dat",2300001,23000001
"MED2CA_weight_A.dat",2400001,23000001
"MED2CA_weight_B.dat",2400001,23000001
"MED2CA_weight_A.dat",2500001,23000001
"MED2CA_weight_B.dat",2500001,23000001
"MED2CA_weight_A.dat",2600001,23000001
"MED2CA_weight_B.dat",2600001,23000001
"MED2CA_weight_A.dat",2700001,23000001
"MED2CA_weight_B.dat",2700001,23000001
"MED2CA_weight_A.dat",2800001,23000001
"MED2CA_weight_B.dat",2800001,23000001
"MED2CA_weight_A.dat",2900001,23000001
"MED2CA_weight_B.dat",2900001,23000001
"MED2CA_weight_A.dat",3000001,23000001
"MED2CA_weight_B.dat",3000001,23000001
"MED2CA_weight_A.dat",3100001,23000001
"MED2CA_weight_B.dat",3100001,23000001
"MED2CA_weight_A.dat",3200001,23000001
"MED2CA_weight_B.dat",3200001,23000001
"MED2CA_weight_A.dat",3300001,23000001
"MED2CA_weight_B.dat",3300001,23000001
"MED2CA_weight_A.dat",3400001,23000001
"MED2CA_weight_B.dat",3400001,23000001
"MED2CA_weight_A.dat",3500001,23000001
"MED2CA_weight_B.dat",3500001,23000001
"MED2CA_weight_A.dat",3600001,23000001
"MED2CA_weight_B.dat",3600001,23000001
"MED2CA_weight_A.dat",3700001,23000001
"MED2CA_weight_B.dat",3700001,23000001
"MED2CA_weight_A.dat",3800001,23000001
"MED2CA_weight_B.dat",3800001,23000001
"MED2CA_weight_A.dat",3900001,23000001
"MED2CA_weight_B.dat",3900001,23000001
"MED2CA_weight_A.dat",4000001,23000001
"MED2CA_weight_B.dat",4000001,23000001
"MED2CA_weight_A.dat",4100001,23000001
"MED2CA_weight_B.dat",4100001,23000001
"MED2CA_weight_A.dat",4200001,23000001
"MED2CA_weight_B.dat",4200001,23000001
"MED2CA_weight_A.dat",4300001,23000001
"MED2CA_weight_B.dat",4300001,23000001
"MED2CA_weight_A.dat",4400001,23000001
"MED2CA_weight_B.dat",4400001,23000001
"MED2CA_weight_A.dat",4500001,23000001
"MED2CA_weight_B.dat",4500001,23000001
"MED2CA_weight_A.dat",4600001,23000001
"MED2CA_weight_B.dat",4600001,23000001
"MED2CA_weight_A.dat",4700001,23000001
"MED2CA_weight_B.dat",4700001,23000001
"MED2CA_weight_A.dat",4800001,23000001
"MED2CA_weight_B.dat",4800001,23000001
"MED2CA_weight_A.dat",4900001,23000001
"MED2CA_weight_B.dat",4900001,23000001
"MED2CA_weight_A.dat",5000001,23000001
"MED2CA_weight_B.dat",5000001,23000001
"MED2CA_weight_A.dat",5100001,23000001
"MED2CA_weight_B.dat",5100001,23000001
"MED2CA_weight_A.dat",5200001,23000001
"MED2CA_weight_B.dat",5200001,23000001
"MED2CA_weight_A.dat",5300001,23000001
"MED2CA_weight_B.dat",5300001,23000001
"MED2CA_weight_A.dat",5400001,23000001
"MED2CA_weight_B.dat",5400001,23000001
"MED2CA_weight_A.dat",5500001,23000001
"MED2CA_weight_B.dat",5500001,23000001
"MED2CA_weight_A.dat",5600001,23000001
"MED2CA_weight_B.dat",5600001,23000001
"MED2CA_weight_A.dat",5700001,23000001
"MED2CA_weight_B.dat",5700001,23000001
"MED2CA_weight_A.dat",5800001,23000001
"MED2CA_weight_B.dat",5800001,23000001
"MED2CA_weight_A.dat",5900001,23000001
"MED2CA_weight_B.dat",5900001,23000001
"MED2CA_weight_A.dat",6000001,23000001
"MED2CA_weight_B.dat",6000001,23000001
"MED2CA_weight_A.dat",6100001,23000001
"MED2CA_weight_B.dat",6100001,23000001
"MED2CA_weight_A.dat",6200001,23000001
"MED2CA_weight_B.dat",6200001,23000001
"MED2CA_weight_A.dat",6300001,23000001
"MED2CA_weight_B.dat",6300001,23000001
"MED2CA_weight_A.dat",6400001,23000001
"MED2CA_weight_B.dat",6400001,23000001
"MED2CA_weight_A.dat",6500001,23000001
"MED2CA_weight_B.dat",6500001,23000001
"MED2CA_weight_A.dat",6600001,23000001
"MED2CA_weight_B.dat",6600001,23000001
"MED2CA_weight_A.dat",6700001,23000001
"MED2CA_weight_B.dat",6700001,23000001
"MED2CA_weight_A.dat",6800001,23000001
"MED2CA_weight_B.dat",6800001,23000001
"MED2CA_weight_A.dat",6900001,23000001
"MED2CA_weight_B.dat",6900001,23000001
"MED2CA_weight_A.dat",7000001,23000001
"MED2CA_weight_B.dat",7000001,23000001
"MED2CA_weight_A.dat",7100001,23000001
"MED2CA_weight_B.dat",7100001,23000001
"MED2CA_weight_A.dat",7200001,23000001
"MED2CA_weight_B.dat",7200001,23000001
"MED2CA_weight_A.dat",7300001,23000001
"MED2CA_weight_B.dat",7300001,23000001
"MED2CA_weight_A.dat",7400001,23000001
"MED2CA_weight_B.dat",7400001,23000001
"MED2CA_weight_A.dat",7500001,23000001
"MED2CA_weight_B.dat",7500001,23000001
"MED2CA_weight_A.dat",7600001,23000001
"MED2CA_weight_B.dat",7600001,23000001
"MED2CA_weight_A.dat",7700001,23000001
"MED2CA_weight_B.dat",7700001,23000001
"MED2CA_weight_A.dat",7800001,23000001
"MED2CA_weight_B.dat",7800001,23000001
"MED2CA_weight_A.dat",7900001,23000001
"MED2CA_weight_B.dat",7900001,23000001
"MED2CA_weight_A.dat",8000001,23000001
"MED2CA_weight_B.dat",8000001,23000001
"MED2CA_weight_A.dat",8100001,23000001
"MED2CA_weight_B.dat",8100001,23000001
"MED2CA_weight_A.dat",8200001,23000001
"MED2CA_weight_B.dat",8200001,23000001
"MED2CA_weight_A.dat",8300001,23000001
"MED2CA_weight_B.dat",8300001,23000001
"MED2CA_weight_A.dat",8400001,23000001
"MED2CA_weight_B.dat",8400001,23000001
"MED2CA_weight_A.dat",8500001,23000001
"MED2CA_weight_B.dat",8500001,23000001
"MED2CA_weight_A.dat",8600001,23000001
"MED2CA_weight_B.dat",8600001,23000001
"MED2CA_weight_A.dat",8700001,23000001
"MED2CA_weight_B.dat",8700001,23000001
"MED2CA_weight_A.dat",8800001,23000001
"MED2CA_weight_B.dat",8800001,23000001
"MED2CA_weight_A.dat",8900001,23000001
