"file","line","m"
"MIQ1OP_z-bi_all.dat",27700001,28000001
"MIQ1OP_z-bi_all.dat",27800001,28000001
"MIQ1OP_z-bi_all.dat",27900001,28000001
"MIQ1OP_z-bi_all.dat",28000001,28000001
"MED1CA_z-bi_all.dat",1,128300001
"MED1CA_z-bi_all.dat",100001,128300001
"MED1CA_z-bi_all.dat",200001,128300001
"MED1CA_z-bi_all.dat",300001,128300001
"MED1CA_z-bi_all.dat",400001,128300001
"MED1CA_z-bi_all.dat",500001,128300001
"MED1CA_z-bi_all.dat",600001,128300001
"MED1CA_z-bi_all.dat",700001,128300001
"MED1CA_z-bi_all.dat",800001,128300001
"MED1CA_z-bi_all.dat",900001,128300001
"MED1CA_z-bi_all.dat",1000001,128300001
"MED1CA_z-bi_all.dat",1100001,128300001
"MED1CA_z-bi_all.dat",1200001,128300001
"MED1CA_z-bi_all.dat",1300001,128300001
"MED1CA_z-bi_all.dat",1400001,128300001
"MED1CA_z-bi_all.dat",1500001,128300001
"MED1CA_z-bi_all.dat",1600001,128300001
"MED1CA_z-bi_all.dat",1700001,128300001
"MED1CA_z-bi_all.dat",1800001,128300001
"MED1CA_z-bi_all.dat",1900001,128300001
"MED1CA_z-bi_all.dat",2000001,128300001
"MED1CA_z-bi_all.dat",2100001,128300001
"MED1CA_z-bi_all.dat",2200001,128300001
"MED1CA_z-bi_all.dat",2300001,128300001
"MED1CA_z-bi_all.dat",2400001,128300001
"MED1CA_z-bi_all.dat",2500001,128300001
"MED1CA_z-bi_all.dat",2600001,128300001
"MED1CA_z-bi_all.dat",2700001,128300001
"MED1CA_z-bi_all.dat",2800001,128300001
"MED1CA_z-bi_all.dat",2900001,128300001
"MED1CA_z-bi_all.dat",3000001,128300001
"MED1CA_z-bi_all.dat",3100001,128300001
"MED1CA_z-bi_all.dat",3200001,128300001
"MED1CA_z-bi_all.dat",3300001,128300001
"MED1CA_z-bi_all.dat",3400001,128300001
"MED1CA_z-bi_all.dat",3500001,128300001
"MED1CA_z-bi_all.dat",3600001,128300001
"MED1CA_z-bi_all.dat",3700001,128300001
"MED1CA_z-bi_all.dat",3800001,128300001
"MED1CA_z-bi_all.dat",3900001,128300001
"MED1CA_z-bi_all.dat",4000001,128300001
"MED1CA_z-bi_all.dat",4100001,128300001
"MED1CA_z-bi_all.dat",4200001,128300001
"MED1CA_z-bi_all.dat",4300001,128300001
"MED1CA_z-bi_all.dat",4400001,128300001
"MED1CA_z-bi_all.dat",4500001,128300001
"MED1CA_z-bi_all.dat",4600001,128300001
"MED1CA_z-bi_all.dat",4700001,128300001
"MED1CA_z-bi_all.dat",4800001,128300001
"MED1CA_z-bi_all.dat",4900001,128300001
"MED1CA_z-bi_all.dat",5000001,128300001
"MED1CA_z-bi_all.dat",5100001,128300001
"MED1CA_z-bi_all.dat",5200001,128300001
"MED1CA_z-bi_all.dat",5300001,128300001
"MED1CA_z-bi_all.dat",5400001,128300001
"MED1CA_z-bi_all.dat",5500001,128300001
"MED1CA_z-bi_all.dat",5600001,128300001
"MED1CA_z-bi_all.dat",5700001,128300001
"MED1CA_z-bi_all.dat",5800001,128300001
"MED1CA_z-bi_all.dat",5900001,128300001
"MED1CA_z-bi_all.dat",6000001,128300001
"MED1CA_z-bi_all.dat",6100001,128300001
"MED1CA_z-bi_all.dat",6200001,128300001
"MED1CA_z-bi_all.dat",6300001,128300001
"MED1CA_z-bi_all.dat",6400001,128300001
"MED1CA_z-bi_all.dat",6500001,128300001
"MED1CA_z-bi_all.dat",6600001,128300001
"MED1CA_z-bi_all.dat",6700001,128300001
"MED1CA_z-bi_all.dat",6800001,128300001
"MED1CA_z-bi_all.dat",6900001,128300001
"MED1CA_z-bi_all.dat",7000001,128300001
"MED1CA_z-bi_all.dat",7100001,128300001
"MED1CA_z-bi_all.dat",7200001,128300001
"MED1CA_z-bi_all.dat",7300001,128300001
"MED1CA_z-bi_all.dat",7400001,128300001
"MED1CA_z-bi_all.dat",7500001,128300001
"MED1CA_z-bi_all.dat",7600001,128300001
"MED1CA_z-bi_all.dat",7700001,128300001
"MED1CA_z-bi_all.dat",7800001,128300001
"MED1CA_z-bi_all.dat",7900001,128300001
"MED1CA_z-bi_all.dat",8000001,128300001
"MED1CA_z-bi_all.dat",8100001,128300001
"MED1CA_z-bi_all.dat",8200001,128300001
"MED1CA_z-bi_all.dat",8300001,128300001
"MED1CA_z-bi_all.dat",8400001,128300001
"MED1CA_z-bi_all.dat",8500001,128300001
"MED1CA_z-bi_all.dat",8600001,128300001
"MED1CA_z-bi_all.dat",8700001,128300001
"MED1CA_z-bi_all.dat",8800001,128300001
"MED1CA_z-bi_all.dat",8900001,128300001
"MED1CA_z-bi_all.dat",9000001,128300001
"MED1CA_z-bi_all.dat",9100001,128300001
"MED1CA_z-bi_all.dat",9200001,128300001
"MED1CA_z-bi_all.dat",9300001,128300001
"MED1CA_z-bi_all.dat",9400001,128300001
"MED1CA_z-bi_all.dat",9500001,128300001
"MED1CA_z-bi_all.dat",9600001,128300001
"MED1CA_z-bi_all.dat",9700001,128300001
"MED1CA_z-bi_all.dat",9800001,128300001
"MED1CA_z-bi_all.dat",9900001,128300001
"MED1CA_z-bi_all.dat",10000001,128300001
"MED1CA_z-bi_all.dat",10100001,128300001
"MED1CA_z-bi_all.dat",10200001,128300001
"MED1CA_z-bi_all.dat",10300001,128300001
"MED1CA_z-bi_all.dat",10400001,128300001
"MED1CA_z-bi_all.dat",10500001,128300001
"MED1CA_z-bi_all.dat",10600001,128300001
"MED1CA_z-bi_all.dat",10700001,128300001
"MED1CA_z-bi_all.dat",10800001,128300001
"MED1CA_z-bi_all.dat",10900001,128300001
"MED1CA_z-bi_all.dat",11000001,128300001
"MED1CA_z-bi_all.dat",11100001,128300001
"MED1CA_z-bi_all.dat",11200001,128300001
"MED1CA_z-bi_all.dat",11300001,128300001
"MED1CA_z-bi_all.dat",11400001,128300001
"MED1CA_z-bi_all.dat",11500001,128300001
"MED1CA_z-bi_all.dat",11600001,128300001
"MED1CA_z-bi_all.dat",11700001,128300001
"MED1CA_z-bi_all.dat",11800001,128300001
"MED1CA_z-bi_all.dat",11900001,128300001
"MED1CA_z-bi_all.dat",12000001,128300001
"MED1CA_z-bi_all.dat",12100001,128300001
"MED1CA_z-bi_all.dat",12200001,128300001
"MED1CA_z-bi_all.dat",12300001,128300001
"MED1CA_z-bi_all.dat",12400001,128300001
"MED1CA_z-bi_all.dat",12500001,128300001
"MED1CA_z-bi_all.dat",12600001,128300001
"MED1CA_z-bi_all.dat",12700001,128300001
"MED1CA_z-bi_all.dat",12800001,128300001
"MED1CA_z-bi_all.dat",12900001,128300001
"MED1CA_z-bi_all.dat",13000001,128300001
"MED1CA_z-bi_all.dat",13100001,128300001
"MED1CA_z-bi_all.dat",13200001,128300001
"MED1CA_z-bi_all.dat",13300001,128300001
"MED1CA_z-bi_all.dat",13400001,128300001
"MED1CA_z-bi_all.dat",13500001,128300001
"MED1CA_z-bi_all.dat",13600001,128300001
"MED1CA_z-bi_all.dat",13700001,128300001
"MED1CA_z-bi_all.dat",13800001,128300001
"MED1CA_z-bi_all.dat",13900001,128300001
"MED1CA_z-bi_all.dat",14000001,128300001
"MED1CA_z-bi_all.dat",14100001,128300001
"MED1CA_z-bi_all.dat",14200001,128300001
"MED1CA_z-bi_all.dat",14300001,128300001
"MED1CA_z-bi_all.dat",14400001,128300001
"MED1CA_z-bi_all.dat",14500001,128300001
"MED1CA_z-bi_all.dat",14600001,128300001
"MED1CA_z-bi_all.dat",14700001,128300001
"MED1CA_z-bi_all.dat",14800001,128300001
"MED1CA_z-bi_all.dat",14900001,128300001
"MED1CA_z-bi_all.dat",15000001,128300001
"MED1CA_z-bi_all.dat",15100001,128300001
"MED1CA_z-bi_all.dat",15200001,128300001
"MED1CA_z-bi_all.dat",15300001,128300001
"MED1CA_z-bi_all.dat",15400001,128300001
"MED1CA_z-bi_all.dat",15500001,128300001
"MED1CA_z-bi_all.dat",15600001,128300001
"MED1CA_z-bi_all.dat",15700001,128300001
"MED1CA_z-bi_all.dat",15800001,128300001
"MED1CA_z-bi_all.dat",15900001,128300001
"MED1CA_z-bi_all.dat",16000001,128300001
"MED1CA_z-bi_all.dat",16100001,128300001
"MED1CA_z-bi_all.dat",16200001,128300001
"MED1CA_z-bi_all.dat",16300001,128300001
"MED1CA_z-bi_all.dat",16400001,128300001
"MED1CA_z-bi_all.dat",16500001,128300001
"MED1CA_z-bi_all.dat",16600001,128300001
"MED1CA_z-bi_all.dat",16700001,128300001
"MED1CA_z-bi_all.dat",16800001,128300001
"MED1CA_z-bi_all.dat",16900001,128300001
"MED1CA_z-bi_all.dat",17000001,128300001
"MED1CA_z-bi_all.dat",17100001,128300001
"MED1CA_z-bi_all.dat",17200001,128300001
"MED1CA_z-bi_all.dat",17300001,128300001
"MED1CA_z-bi_all.dat",17400001,128300001
"MED1CA_z-bi_all.dat",17500001,128300001
"MED1CA_z-bi_all.dat",17600001,128300001
"MED1CA_z-bi_all.dat",17700001,128300001
"MED1CA_z-bi_all.dat",17800001,128300001
"MED1CA_z-bi_all.dat",17900001,128300001
"MED1CA_z-bi_all.dat",18000001,128300001
"MED1CA_z-bi_all.dat",18100001,128300001
"MED1CA_z-bi_all.dat",18200001,128300001
"MED1CA_z-bi_all.dat",18300001,128300001
"MED1CA_z-bi_all.dat",18400001,128300001
"MED1CA_z-bi_all.dat",18500001,128300001
"MED1CA_z-bi_all.dat",18600001,128300001
"MED1CA_z-bi_all.dat",18700001,128300001
"MED1CA_z-bi_all.dat",18800001,128300001
"MED1CA_z-bi_all.dat",18900001,128300001
"MED1CA_z-bi_all.dat",19000001,128300001
"MED1CA_z-bi_all.dat",19100001,128300001
"MED1CA_z-bi_all.dat",19200001,128300001
"MED1CA_z-bi_all.dat",19300001,128300001
"MED1CA_z-bi_all.dat",19400001,128300001
"MED1CA_z-bi_all.dat",19500001,128300001
"MED1CA_z-bi_all.dat",19600001,128300001
"MED1CA_z-bi_all.dat",19700001,128300001
"MED1CA_z-bi_all.dat",19800001,128300001
"MED1CA_z-bi_all.dat",19900001,128300001
"MED1CA_z-bi_all.dat",20000001,128300001
"MED1CA_z-bi_all.dat",20100001,128300001
"MED1CA_z-bi_all.dat",20200001,128300001
"MED1CA_z-bi_all.dat",20300001,128300001
"MED1CA_z-bi_all.dat",20400001,128300001
"MED1CA_z-bi_all.dat",20500001,128300001
"MED1CA_z-bi_all.dat",20600001,128300001
"MED1CA_z-bi_all.dat",20700001,128300001
"MED1CA_z-bi_all.dat",20800001,128300001
"MED1CA_z-bi_all.dat",20900001,128300001
"MED1CA_z-bi_all.dat",21000001,128300001
"MED1CA_z-bi_all.dat",21100001,128300001
"MED1CA_z-bi_all.dat",21200001,128300001
"MED1CA_z-bi_all.dat",21300001,128300001
"MED1CA_z-bi_all.dat",21400001,128300001
"MED1CA_z-bi_all.dat",21500001,128300001
"MED1CA_z-bi_all.dat",21600001,128300001
"MED1CA_z-bi_all.dat",21700001,128300001
"MED1CA_z-bi_all.dat",21800001,128300001
"MED1CA_z-bi_all.dat",21900001,128300001
"MED1CA_z-bi_all.dat",22000001,128300001
"MED1CA_z-bi_all.dat",22100001,128300001
"MED1CA_z-bi_all.dat",22200001,128300001
"MED1CA_z-bi_all.dat",22300001,128300001
"MED1CA_z-bi_all.dat",22400001,128300001
"MED1CA_z-bi_all.dat",22500001,128300001
"MED1CA_z-bi_all.dat",22600001,128300001
"MED1CA_z-bi_all.dat",22700001,128300001
"MED1CA_z-bi_all.dat",22800001,128300001
"MED1CA_z-bi_all.dat",22900001,128300001
"MED1CA_z-bi_all.dat",23000001,128300001
"MED1CA_z-bi_all.dat",23100001,128300001
"MED1CA_z-bi_all.dat",23200001,128300001
"MED1CA_z-bi_all.dat",23300001,128300001
"MED1CA_z-bi_all.dat",23400001,128300001
"MED1CA_z-bi_all.dat",23500001,128300001
"MED1CA_z-bi_all.dat",23600001,128300001
"MED1CA_z-bi_all.dat",23700001,128300001
"MED1CA_z-bi_all.dat",23800001,128300001
"MED1CA_z-bi_all.dat",23900001,128300001
"MED1CA_z-bi_all.dat",24000001,128300001
"MED1CA_z-bi_all.dat",24100001,128300001
"MED1CA_z-bi_all.dat",24200001,128300001
"MED1CA_z-bi_all.dat",24300001,128300001
"MED1CA_z-bi_all.dat",24400001,128300001
"MED1CA_z-bi_all.dat",24500001,128300001
"MED1CA_z-bi_all.dat",24600001,128300001
"MED1CA_z-bi_all.dat",24700001,128300001
"MED1CA_z-bi_all.dat",24800001,128300001
"MED1CA_z-bi_all.dat",24900001,128300001
"MED1CA_z-bi_all.dat",25000001,128300001
"MED1CA_z-bi_all.dat",25100001,128300001
"MED1CA_z-bi_all.dat",25200001,128300001
"MED1CA_z-bi_all.dat",25300001,128300001
"MED1CA_z-bi_all.dat",25400001,128300001
"MED1CA_z-bi_all.dat",25500001,128300001
"MED1CA_z-bi_all.dat",25600001,128300001
"MED1CA_z-bi_all.dat",25700001,128300001
"MED1CA_z-bi_all.dat",25800001,128300001
"MED1CA_z-bi_all.dat",25900001,128300001
"MED1CA_z-bi_all.dat",26000001,128300001
"MED1CA_z-bi_all.dat",26100001,128300001
"MED1CA_z-bi_all.dat",26200001,128300001
"MED1CA_z-bi_all.dat",26300001,128300001
"MED1CA_z-bi_all.dat",26400001,128300001
"MED1CA_z-bi_all.dat",26500001,128300001
"MED1CA_z-bi_all.dat",26600001,128300001
"MED1CA_z-bi_all.dat",26700001,128300001
"MED1CA_z-bi_all.dat",26800001,128300001
"MED1CA_z-bi_all.dat",26900001,128300001
"MED1CA_z-bi_all.dat",27000001,128300001
"MED1CA_z-bi_all.dat",27100001,128300001
"MED1CA_z-bi_all.dat",27200001,128300001
"MED1CA_z-bi_all.dat",27300001,128300001
"MED1CA_z-bi_all.dat",27400001,128300001
"MED1CA_z-bi_all.dat",27500001,128300001
"MED1CA_z-bi_all.dat",27600001,128300001
"MED1CA_z-bi_all.dat",27700001,128300001
"MED1CA_z-bi_all.dat",27800001,128300001
"MED1CA_z-bi_all.dat",27900001,128300001
"MED1CA_z-bi_all.dat",28000001,128300001
"MED1CA_z-bi_all.dat",28100001,128300001
"MED1CA_z-bi_all.dat",28200001,128300001
"MED1CA_z-bi_all.dat",28300001,128300001
"MED1CA_z-bi_all.dat",28400001,128300001
"MED1CA_z-bi_all.dat",28500001,128300001
"MED1CA_z-bi_all.dat",28600001,128300001
"MED1CA_z-bi_all.dat",28700001,128300001
"MED1CA_z-bi_all.dat",28800001,128300001
"MED1CA_z-bi_all.dat",28900001,128300001
"MED1CA_z-bi_all.dat",29000001,128300001
"MED1CA_z-bi_all.dat",29100001,128300001
"MED1CA_z-bi_all.dat",29200001,128300001
"MED1CA_z-bi_all.dat",29300001,128300001
"MED1CA_z-bi_all.dat",29400001,128300001
"MED1CA_z-bi_all.dat",29500001,128300001
"MED1CA_z-bi_all.dat",29600001,128300001
"MED1CA_z-bi_all.dat",29700001,128300001
"MED1CA_z-bi_all.dat",29800001,128300001
"MED1CA_z-bi_all.dat",29900001,128300001
"MED1CA_z-bi_all.dat",30000001,128300001
"MED1CA_z-bi_all.dat",30100001,128300001
"MED1CA_z-bi_all.dat",30200001,128300001
"MED1CA_z-bi_all.dat",30300001,128300001
"MED1CA_z-bi_all.dat",30400001,128300001
"MED1CA_z-bi_all.dat",30500001,128300001
"MED1CA_z-bi_all.dat",30600001,128300001
"MED1CA_z-bi_all.dat",30700001,128300001
"MED1CA_z-bi_all.dat",30800001,128300001
"MED1CA_z-bi_all.dat",30900001,128300001
"MED1CA_z-bi_all.dat",31000001,128300001
"MED1CA_z-bi_all.dat",31100001,128300001
"MED1CA_z-bi_all.dat",31200001,128300001
"MED1CA_z-bi_all.dat",31300001,128300001
"MED1CA_z-bi_all.dat",31400001,128300001
"MED1CA_z-bi_all.dat",31500001,128300001
"MED1CA_z-bi_all.dat",31600001,128300001
"MED1CA_z-bi_all.dat",31700001,128300001
"MED1CA_z-bi_all.dat",31800001,128300001
"MED1CA_z-bi_all.dat",31900001,128300001
"MED1CA_z-bi_all.dat",32000001,128300001
"MED1CA_z-bi_all.dat",32100001,128300001
"MED1CA_z-bi_all.dat",32200001,128300001
"MED1CA_z-bi_all.dat",32300001,128300001
"MED1CA_z-bi_all.dat",32400001,128300001
"MED1CA_z-bi_all.dat",32500001,128300001
"MED1CA_z-bi_all.dat",32600001,128300001
"MED1CA_z-bi_all.dat",32700001,128300001
"MED1CA_z-bi_all.dat",32800001,128300001
"MED1CA_z-bi_all.dat",32900001,128300001
"MED1CA_z-bi_all.dat",33000001,128300001
"MED1CA_z-bi_all.dat",33100001,128300001
"MED1CA_z-bi_all.dat",33200001,128300001
"MED1CA_z-bi_all.dat",33300001,128300001
"MED1CA_z-bi_all.dat",33400001,128300001
"MED1CA_z-bi_all.dat",33500001,128300001
"MED1CA_z-bi_all.dat",33600001,128300001
"MED1CA_z-bi_all.dat",33700001,128300001
"MED1CA_z-bi_all.dat",33800001,128300001
"MED1CA_z-bi_all.dat",33900001,128300001
"MED1CA_z-bi_all.dat",34000001,128300001
"MED1CA_z-bi_all.dat",34100001,128300001
"MED1CA_z-bi_all.dat",34200001,128300001
"MED1CA_z-bi_all.dat",34300001,128300001
"MED1CA_z-bi_all.dat",34400001,128300001
"MED1CA_z-bi_all.dat",34500001,128300001
"MED1CA_z-bi_all.dat",34600001,128300001
"MED1CA_z-bi_all.dat",34700001,128300001
"MED1CA_z-bi_all.dat",34800001,128300001
"MED1CA_z-bi_all.dat",34900001,128300001
"MED1CA_z-bi_all.dat",35000001,128300001
"MED1CA_z-bi_all.dat",35100001,128300001
"MED1CA_z-bi_all.dat",35200001,128300001
"MED1CA_z-bi_all.dat",35300001,128300001
"MED1CA_z-bi_all.dat",35400001,128300001
"MED1CA_z-bi_all.dat",35500001,128300001
"MED1CA_z-bi_all.dat",35600001,128300001
"MED1CA_z-bi_all.dat",35700001,128300001
"MED1CA_z-bi_all.dat",35800001,128300001
"MED1CA_z-bi_all.dat",35900001,128300001
"MED1CA_z-bi_all.dat",36000001,128300001
"MED1CA_z-bi_all.dat",36100001,128300001
"MED1CA_z-bi_all.dat",36200001,128300001
"MED1CA_z-bi_all.dat",36300001,128300001
"MED1CA_z-bi_all.dat",36400001,128300001
"MED1CA_z-bi_all.dat",36500001,128300001
"MED1CA_z-bi_all.dat",36600001,128300001
"MED1CA_z-bi_all.dat",36700001,128300001
"MED1CA_z-bi_all.dat",36800001,128300001
"MED1CA_z-bi_all.dat",36900001,128300001
"MED1CA_z-bi_all.dat",37000001,128300001
"MED1CA_z-bi_all.dat",37100001,128300001
"MED1CA_z-bi_all.dat",37200001,128300001
"MED1CA_z-bi_all.dat",37300001,128300001
"MED1CA_z-bi_all.dat",37400001,128300001
"MED1CA_z-bi_all.dat",37500001,128300001
"MED1CA_z-bi_all.dat",37600001,128300001
"MED1CA_z-bi_all.dat",37700001,128300001
"MED1CA_z-bi_all.dat",37800001,128300001
"MED1CA_z-bi_all.dat",37900001,128300001
"MED1CA_z-bi_all.dat",38000001,128300001
"MED1CA_z-bi_all.dat",38100001,128300001
"MED1CA_z-bi_all.dat",38200001,128300001
"MED1CA_z-bi_all.dat",38300001,128300001
"MED1CA_z-bi_all.dat",38400001,128300001
"MED1CA_z-bi_all.dat",38500001,128300001
"MED1CA_z-bi_all.dat",38600001,128300001
"MED1CA_z-bi_all.dat",38700001,128300001
"MED1CA_z-bi_all.dat",38800001,128300001
"MED1CA_z-bi_all.dat",38900001,128300001
"MED1CA_z-bi_all.dat",39000001,128300001
"MED1CA_z-bi_all.dat",39100001,128300001
"MED1CA_z-bi_all.dat",39200001,128300001
"MED1CA_z-bi_all.dat",39300001,128300001
"MED1CA_z-bi_all.dat",39400001,128300001
"MED1CA_z-bi_all.dat",39500001,128300001
"MED1CA_z-bi_all.dat",39600001,128300001
"MED1CA_z-bi_all.dat",39700001,128300001
"MED1CA_z-bi_all.dat",39800001,128300001
"MED1CA_z-bi_all.dat",39900001,128300001
"MED1CA_z-bi_all.dat",40000001,128300001
"MED1CA_z-bi_all.dat",40100001,128300001
"MED1CA_z-bi_all.dat",40200001,128300001
"MED1CA_z-bi_all.dat",40300001,128300001
"MED1CA_z-bi_all.dat",40400001,128300001
"MED1CA_z-bi_all.dat",40500001,128300001
"MED1CA_z-bi_all.dat",40600001,128300001
"MED1CA_z-bi_all.dat",40700001,128300001
"MED1CA_z-bi_all.dat",40800001,128300001
"MED1CA_z-bi_all.dat",40900001,128300001
"MED1CA_z-bi_all.dat",41000001,128300001
"MED1CA_z-bi_all.dat",41100001,128300001
"MED1CA_z-bi_all.dat",41200001,128300001
"MED1CA_z-bi_all.dat",41300001,128300001
"MED1CA_z-bi_all.dat",41400001,128300001
"MED1CA_z-bi_all.dat",41500001,128300001
"MED1CA_z-bi_all.dat",41600001,128300001
"MED1CA_z-bi_all.dat",41700001,128300001
"MED1CA_z-bi_all.dat",41800001,128300001
"MED1CA_z-bi_all.dat",41900001,128300001
"MED1CA_z-bi_all.dat",42000001,128300001
"MED1CA_z-bi_all.dat",42100001,128300001
"MED1CA_z-bi_all.dat",42200001,128300001
"MED1CA_z-bi_all.dat",42300001,128300001
"MED1CA_z-bi_all.dat",42400001,128300001
"MED1CA_z-bi_all.dat",42500001,128300001
"MED1CA_z-bi_all.dat",42600001,128300001
"MED1CA_z-bi_all.dat",42700001,128300001
"MED1CA_z-bi_all.dat",42800001,128300001
"MED1CA_z-bi_all.dat",42900001,128300001
"MED1CA_z-bi_all.dat",43000001,128300001
"MED1CA_z-bi_all.dat",43100001,128300001
"MED1CA_z-bi_all.dat",43200001,128300001
"MED1CA_z-bi_all.dat",43300001,128300001
"MED1CA_z-bi_all.dat",43400001,128300001
"MED1CA_z-bi_all.dat",43500001,128300001
"MED1CA_z-bi_all.dat",43600001,128300001
"MED1CA_z-bi_all.dat",43700001,128300001
"MED1CA_z-bi_all.dat",43800001,128300001
"MED1CA_z-bi_all.dat",43900001,128300001
"MED1CA_z-bi_all.dat",44000001,128300001
"MED1CA_z-bi_all.dat",44100001,128300001
"MED1CA_z-bi_all.dat",44200001,128300001
"MED1CA_z-bi_all.dat",44300001,128300001
"MED1CA_z-bi_all.dat",44400001,128300001
"MED1CA_z-bi_all.dat",44500001,128300001
"MED1CA_z-bi_all.dat",44600001,128300001
"MED1CA_z-bi_all.dat",44700001,128300001
"MED1CA_z-bi_all.dat",44800001,128300001
"MED1CA_z-bi_all.dat",44900001,128300001
"MED1CA_z-bi_all.dat",45000001,128300001
"MED1CA_z-bi_all.dat",45100001,128300001
"MED1CA_z-bi_all.dat",45200001,128300001
"MED1CA_z-bi_all.dat",45300001,128300001
"MED1CA_z-bi_all.dat",45400001,128300001
"MED1CA_z-bi_all.dat",45500001,128300001
"MED1CA_z-bi_all.dat",45600001,128300001
"MED1CA_z-bi_all.dat",45700001,128300001
"MED1CA_z-bi_all.dat",45800001,128300001
"MED1CA_z-bi_all.dat",45900001,128300001
"MED1CA_z-bi_all.dat",46000001,128300001
"MED1CA_z-bi_all.dat",46100001,128300001
"MED1CA_z-bi_all.dat",46200001,128300001
"MED1CA_z-bi_all.dat",46300001,128300001
"MED1CA_z-bi_all.dat",46400001,128300001
"MED1CA_z-bi_all.dat",46500001,128300001
"MED1CA_z-bi_all.dat",46600001,128300001
"MED1CA_z-bi_all.dat",46700001,128300001
"MED1CA_z-bi_all.dat",46800001,128300001
"MED1CA_z-bi_all.dat",46900001,128300001
"MED1CA_z-bi_all.dat",47000001,128300001
"MED1CA_z-bi_all.dat",47100001,128300001
"MED1CA_z-bi_all.dat",47200001,128300001
"MED1CA_z-bi_all.dat",47300001,128300001
"MED1CA_z-bi_all.dat",47400001,128300001
"MED1CA_z-bi_all.dat",47500001,128300001
"MED1CA_z-bi_all.dat",47600001,128300001
"MED1CA_z-bi_all.dat",47700001,128300001
"MED1CA_z-bi_all.dat",47800001,128300001
"MED1CA_z-bi_all.dat",47900001,128300001
"MED1CA_z-bi_all.dat",48000001,128300001
"MED1CA_z-bi_all.dat",48100001,128300001
"MED1CA_z-bi_all.dat",48200001,128300001
"MED1CA_z-bi_all.dat",48300001,128300001
"MED1CA_z-bi_all.dat",48400001,128300001
"MED1CA_z-bi_all.dat",48500001,128300001
"MED1CA_z-bi_all.dat",48600001,128300001
"MED1CA_z-bi_all.dat",48700001,128300001
"MED1CA_z-bi_all.dat",48800001,128300001
"MED1CA_z-bi_all.dat",48900001,128300001
"MED1CA_z-bi_all.dat",49000001,128300001
"MED1CA_z-bi_all.dat",49100001,128300001
"MED1CA_z-bi_all.dat",49200001,128300001
"MED1CA_z-bi_all.dat",49300001,128300001
"MED1CA_z-bi_all.dat",49400001,128300001
"MED1CA_z-bi_all.dat",49500001,128300001
"MED1CA_z-bi_all.dat",49600001,128300001
"MED1CA_z-bi_all.dat",49700001,128300001
"MED1CA_z-bi_all.dat",49800001,128300001
"MED1CA_z-bi_all.dat",49900001,128300001
"MED1CA_z-bi_all.dat",50000001,128300001
"MED1CA_z-bi_all.dat",50100001,128300001
"MED1CA_z-bi_all.dat",50200001,128300001
"MED1CA_z-bi_all.dat",50300001,128300001
"MED1CA_z-bi_all.dat",50400001,128300001
"MED1CA_z-bi_all.dat",50500001,128300001
"MED1CA_z-bi_all.dat",50600001,128300001
"MED1CA_z-bi_all.dat",50700001,128300001
"MED1CA_z-bi_all.dat",50800001,128300001
"MED1CA_z-bi_all.dat",50900001,128300001
"MED1CA_z-bi_all.dat",51000001,128300001
"MED1CA_z-bi_all.dat",51100001,128300001
"MED1CA_z-bi_all.dat",51200001,128300001
"MED1CA_z-bi_all.dat",51300001,128300001
"MED1CA_z-bi_all.dat",51400001,128300001
"MED1CA_z-bi_all.dat",51500001,128300001
"MED1CA_z-bi_all.dat",51600001,128300001
"MED1CA_z-bi_all.dat",51700001,128300001
"MED1CA_z-bi_all.dat",51800001,128300001
"MED1CA_z-bi_all.dat",51900001,128300001
"MED1CA_z-bi_all.dat",52000001,128300001
"MED1CA_z-bi_all.dat",52100001,128300001
"MED1CA_z-bi_all.dat",52200001,128300001
"MED1CA_z-bi_all.dat",52300001,128300001
"MED1CA_z-bi_all.dat",52400001,128300001
"MED1CA_z-bi_all.dat",52500001,128300001
"MED1CA_z-bi_all.dat",52600001,128300001
"MED1CA_z-bi_all.dat",52700001,128300001
"MED1CA_z-bi_all.dat",52800001,128300001
"MED1CA_z-bi_all.dat",52900001,128300001
"MED1CA_z-bi_all.dat",53000001,128300001
"MED1CA_z-bi_all.dat",53100001,128300001
"MED1CA_z-bi_all.dat",53200001,128300001
"MED1CA_z-bi_all.dat",53300001,128300001
"MED1CA_z-bi_all.dat",53400001,128300001
"MED1CA_z-bi_all.dat",53500001,128300001
"MED1CA_z-bi_all.dat",53600001,128300001
"MED1CA_z-bi_all.dat",53700001,128300001
"MED1CA_z-bi_all.dat",53800001,128300001
"MED1CA_z-bi_all.dat",53900001,128300001
"MED1CA_z-bi_all.dat",54000001,128300001
"MED1CA_z-bi_all.dat",54100001,128300001
"MED1CA_z-bi_all.dat",54200001,128300001
"MED1CA_z-bi_all.dat",54300001,128300001
"MED1CA_z-bi_all.dat",54400001,128300001
"MED1CA_z-bi_all.dat",54500001,128300001
"MED1CA_z-bi_all.dat",54600001,128300001
"MED1CA_z-bi_all.dat",54700001,128300001
"MED1CA_z-bi_all.dat",54800001,128300001
"MED1CA_z-bi_all.dat",54900001,128300001
"MED1CA_z-bi_all.dat",55000001,128300001
"MED1CA_z-bi_all.dat",55100001,128300001
"MED1CA_z-bi_all.dat",55200001,128300001
"MED1CA_z-bi_all.dat",55300001,128300001
"MED1CA_z-bi_all.dat",55400001,128300001
