{ 1 8 15 20 22 27 29 35 36 46 57 }
{ 1 8 15 20 22 27 29 35 36 50 57 }
{ 1 8 15 22 27 29 35 36 44 46 57 }
{ 1 8 15 22 27 29 35 36 44 50 57 }
{ 1 8 15 22 27 29 35 36 47 50 57 }
{ 3 8 15 22 27 29 35 36 46 54 57 }
{ 3 8 15 22 27 29 35 36 50 54 57 }
