{ 1 2 4 5 10 12 16 20 23 }
{ 1 2 4 5 10 12 16 23 28 }
{ 1 2 4 5 10 16 20 23 26 }
{ 1 2 4 5 10 16 23 26 28 }
{ 1 2 4 5 12 16 17 20 23 }
{ 1 2 4 5 12 16 17 23 28 }
{ 1 2 4 5 12 16 19 20 23 }
{ 1 2 4 5 12 16 19 23 28 }
{ 1 2 4 5 12 16 20 21 23 }
{ 1 2 4 5 12 16 20 23 25 }
{ 1 2 4 5 12 16 20 23 27 }
{ 1 2 4 5 12 16 20 23 31 }
{ 1 2 4 5 12 16 21 23 28 }
{ 1 2 4 5 12 16 23 25 28 }
{ 1 2 4 5 12 16 23 27 28 }
{ 1 2 4 5 12 16 23 28 31 }
{ 1 2 4 5 13 16 20 23 26 }
{ 1 2 4 5 13 16 23 26 28 }
{ 1 2 4 5 16 17 20 23 26 }
{ 1 2 4 5 16 17 23 26 28 }
{ 1 2 4 5 16 19 20 23 26 }
{ 1 2 4 5 16 19 23 26 28 }
{ 1 2 4 5 16 20 21 23 26 }
{ 1 2 4 5 16 20 23 25 26 }
{ 1 2 4 5 16 20 23 26 27 }
{ 1 2 4 5 16 20 23 26 31 }
{ 1 2 4 5 16 21 23 26 28 }
{ 1 2 4 5 16 23 25 26 28 }
{ 1 2 4 5 16 23 26 27 28 }
{ 1 2 4 5 16 23 26 28 31 }
{ 1 2 4 6 9 12 16 20 23 }
{ 1 2 4 6 9 12 16 23 28 }
{ 1 2 4 6 9 16 20 23 26 }
{ 1 2 4 6 9 16 23 26 28 }
{ 1 2 4 6 12 15 16 20 23 }
{ 1 2 4 6 12 15 16 23 28 }
{ 1 2 4 6 15 16 20 23 26 }
{ 1 2 4 6 15 16 23 26 28 }
{ 1 2 4 9 12 16 17 20 23 }
{ 1 2 4 9 12 16 17 23 28 }
{ 1 2 4 9 12 16 19 20 23 }
{ 1 2 4 9 12 16 19 23 28 }
{ 1 2 4 9 12 16 20 21 23 }
{ 1 2 4 9 12 16 20 23 25 }
{ 1 2 4 9 12 16 20 23 27 }
{ 1 2 4 9 12 16 20 23 31 }
{ 1 2 4 9 12 16 21 23 28 }
{ 1 2 4 9 12 16 23 25 28 }
{ 1 2 4 9 12 16 23 27 28 }
{ 1 2 4 9 12 16 23 28 31 }
{ 1 2 4 9 13 16 20 23 26 }
{ 1 2 4 9 13 16 23 26 28 }
{ 1 2 4 9 16 17 20 23 26 }
{ 1 2 4 9 16 17 23 26 28 }
{ 1 2 4 9 16 19 20 23 26 }
{ 1 2 4 9 16 19 23 26 28 }
{ 1 2 4 9 16 20 21 23 26 }
{ 1 2 4 9 16 20 23 25 26 }
{ 1 2 4 9 16 20 23 26 27 }
{ 1 2 4 9 16 20 23 26 31 }
{ 1 2 4 9 16 21 23 26 28 }
{ 1 2 4 9 16 23 25 26 28 }
{ 1 2 4 9 16 23 26 27 28 }
{ 1 2 4 9 16 23 26 28 31 }
{ 1 2 4 10 12 15 16 20 23 }
{ 1 2 4 10 12 15 16 23 28 }
{ 1 2 4 10 15 16 20 23 26 }
{ 1 2 4 10 15 16 23 26 28 }
{ 1 2 4 12 15 16 17 20 23 }
{ 1 2 4 12 15 16 17 23 28 }
{ 1 2 4 12 15 16 19 20 23 }
{ 1 2 4 12 15 16 19 23 28 }
{ 1 2 4 12 15 16 20 21 23 }
{ 1 2 4 12 15 16 20 23 25 }
{ 1 2 4 12 15 16 20 23 27 }
{ 1 2 4 12 15 16 20 23 31 }
{ 1 2 4 12 15 16 21 23 28 }
{ 1 2 4 12 15 16 23 25 28 }
{ 1 2 4 12 15 16 23 27 28 }
{ 1 2 4 12 15 16 23 28 31 }
{ 1 2 4 13 15 16 20 23 26 }
{ 1 2 4 13 15 16 23 26 28 }
{ 1 2 4 15 16 17 20 23 26 }
{ 1 2 4 15 16 17 23 26 28 }
{ 1 2 4 15 16 19 20 23 26 }
{ 1 2 4 15 16 19 23 26 28 }
{ 1 2 4 15 16 20 21 23 26 }
{ 1 2 4 15 16 20 23 25 26 }
{ 1 2 4 15 16 20 23 26 27 }
{ 1 2 4 15 16 20 23 26 31 }
{ 1 2 4 15 16 21 23 26 28 }
{ 1 2 4 15 16 23 25 26 28 }
{ 1 2 4 15 16 23 26 27 28 }
