,matched,unmatched
105,2,0
106,2,0
11,2,0
114,0,2
126,0,2
13,2,0
14,0,2
175,0,2
177,2,0
182,0,2
185,2,0
186,1,1
187,0,2
198,1,1
199,0,2
200,0,2
202,0,2
205,0,2
207,0,2
217,0,2
231,0,2
23,2,0
243,0,2
246,0,2
253,0,2
26,2,0
35,0,2
37,0,2
52,0,2
56,2,0
